repeats,epochs,batch,output_dims,output_model,tasks,height,width,lines,control.cpu_cycles,managed-no-prefetch.cpu_cycles,managed-prefetch.cpu_cycles,proto-no-prefetch.cpu_cycles,proto-prefetch.cpu_cycles,coro-no-prefetch.cpu_cycles,coro-prefetch.cpu_cycles,control.instructions,managed-no-prefetch.instructions,managed-prefetch.instructions,proto-no-prefetch.instructions,proto-prefetch.instructions,coro-no-prefetch.instructions,coro-prefetch.instructions,control.d_cache_reads,managed-no-prefetch.d_cache_reads,managed-prefetch.d_cache_reads,proto-no-prefetch.d_cache_reads,proto-prefetch.d_cache_reads,coro-no-prefetch.d_cache_reads,coro-prefetch.d_cache_reads,control.d_cache_misses,managed-no-prefetch.d_cache_misses,managed-prefetch.d_cache_misses,proto-no-prefetch.d_cache_misses,proto-prefetch.d_cache_misses,coro-no-prefetch.d_cache_misses,coro-prefetch.d_cache_misses
10,10,100,1,0,2,800,4,1,8745551,16408922,18163817,23803736,24908859,25640721,26935956,39332945,69751799,80552307,94604590,104204590,104087904,113687828,324711,319430,318789,320770,323162,331943,333239,25008,25960,25632,26351,26078,29361,29425
10,10,100,1,0,2,800,8,1,10684794,19271708,21004401,26103966,27157450,28964972,29775524,44132945,78551799,89352308,104204590,113804590,113687904,123287828,548337,556552,553397,554102,554273,563413,566168,50532,51352,50714,52912,52978,57413,56111
10,10,100,1,0,2,800,12,1,16895840,25301371,27332124,33026824,33886422,35390546,36573436,71332946,104152340,114952848,129804591,139404591,139287905,148887829,759464,759262,760881,754406,755782,761848,760958,83308,85615,85904,87932,88079,92908,92449
10,10,100,1,0,2,800,16,1,18872661,27552410,29926071,31297992,31911348,33247866,34813782,61733866,96517420,107317928,121804591,131404591,131287905,140887828,998895,1018519,1018242,1034993,1010578,1042957,1030077,118197,120459,120512,118474,121989,122907,125695
10,10,100,1,0,2,800,20,1,22832931,31476920,33103633,37926559,39024846,40257095,41161650,88933936,122138980,132939489,147404591,157004591,156887905,166487829,1234849,1194107,1221888,1209011,1213367,1218448,1221129,145972,157530,150020,153666,153812,157617,157849
10,10,100,1,0,2,800,24,1,22879189,30046693,32069508,37853909,38226411,37374184,38974960,79333936,114135180,124935688,139404591,149004591,148887905,158487829,1470243,1476563,1494822,1489189,1501421,1467667,1478101,172536,183065,178487,180018,179644,192467,184235
10,10,100,1,0,2,800,28,1,27970221,35987850,38019168,42768434,42868351,43827260,45780603,106533926,139732840,150533349,165004591,174604592,174487905,184087829,1684638,1692782,1675876,1640405,1690607,1664782,1683724,215492,221259,226968,232362,221941,236430,225750
10,10,100,1,0,2,800,32,1,44141407,52195246,53925639,40718010,41474276,42385432,43845659,96933427,131568612,142369120,157004591,166604591,166487905,176087829,1886170,1875651,1924983,1951647,1954668,1942258,1945740,265296,277897,265253,257730,257842,267900,262425
10,10,100,1,0,2,800,36,2,35624193,43350650,44789629,48130927,48869536,49326030,50352498,124133077,156992281,170992789,182604592,195404592,192087906,204887829,2097358,2102408,2049681,2096102,2051902,2120159,2151211,296371,302585,314190,304981,319241,309964,302436
10,10,100,1,0,2,800,40,2,35896321,41284223,43225594,47110107,48472149,48451922,48648997,114533017,148980661,162981169,174604592,187404592,184087906,196887829,2343368,2295069,2350004,2334686,2368044,2419122,2407159,331002,366720,348020,361348,350402,347917,346060
10,10,100,1,0,2,800,44,2,46290824,56095739,57739792,52963865,54180159,54310930,55299771,141733648,174849502,188850010,200204592,213004592,209687906,222487830,2568963,2576942,2519489,2601196,2586483,2633955,2606086,399238,410291,431166,401332,411085,407028,416793
10,10,100,1,0,2,800,48,2,44328106,49458020,51617894,51944959,53107575,53853419,54873633,132133858,166898722,180899230,192204592,205004592,201687906,214487830,2785130,2806073,2814825,2731627,2724560,2822143,2825078,447426,459997,459165,490824,483819,468444,466767
10,10,100,1,0,2,800,52,2,47522960,54928611,56496932,59135932,60033259,60843250,61073444,159333808,192504672,206505180,217804592,230604593,227287906,240087830,3001369,3015803,2983893,2980389,3067378,3060242,3056574,526438,543408,558452,562201,531882,559497,555565
10,10,100,1,0,2,800,56,2,58593002,65128520,66866797,58841993,59158621,60645607,60477867,149733649,184419492,198420001,209804592,222604592,219287906,232087830,3155440,3263768,3256095,3260127,3164071,3219288,3133468,632594,619798,618511,623977,649400,643701,673713
10,10,100,1,0,2,800,60,2,60517835,68352304,69910117,66217610,67588361,66624513,66699321,176933659,210034263,224034771,235404593,248204593,244887907,257687830,3334474,3475554,3484595,3435537,3435747,3460693,3448878,766006,746974,742528,764633,756066,774722,774173
10,10,100,1,0,2,800,64,2,63039587,68173487,70014788,64797050,65592539,66497011,66980584,167333639,202042003,216042511,227404593,240204593,236887907,249687831,3696220,3746785,3708104,3689465,3678897,3717666,3706819,810900,848464,865795,871679,875291,874846,880612
10,10,100,1,0,2,800,68,3,63949585,71100385,72857124,71266555,71989611,72182057,72408423,194533139,227443863,244644371,253004593,269004594,262487907,278487831,3879957,3911292,3819738,3793418,3804223,3850113,3940291,934604,962519,1013051,1018720,1026215,998833,973391
10,10,100,1,0,2,800,72,3,74396618,81125806,82479763,72121536,73788946,74185188,73573820,184933299,219516803,236717312,245004594,261004593,254487907,270487831,4106965,4160786,4213006,4201729,4167972,4174190,4105185,1041150,1112451,1085298,1075900,1089495,1122433,1144674
10,10,100,1,0,2,800,76,3,67492943,74255705,75850286,78137626,78181383,81044587,80494770,212133059,245009233,262209741,270604594,286604594,280087908,296087831,4200748,4343609,4368583,4227696,4341385,4323366,4371130,1210423,1245175,1231864,1289113,1233212,1276586,1261853
10,10,100,1,0,2,800,80,3,80830307,86501358,88276227,77901667,78249052,79776823,78956160,202533360,237106874,254307382,262604594,278604594,272087908,288087831,4450326,4579272,4661797,4661608,4602866,4614705,4467024,1403880,1451529,1416789,1412704,1441462,1457789,1532629
10,10,100,1,0,2,800,84,3,78119466,83877936,84852040,83956103,84422221,86530761,85624274,229733720,262858414,280058922,288204524,304204524,297687838,313687762,4761641,4808953,4768352,4805646,4830911,4779409,4785533,1538294,1557245,1625550,1567182,1591876,1641851,1662245
10,10,100,1,0,2,800,88,3,81973961,85214441,85960096,84048756,83189412,85886870,84731149,220133640,254858894,272059402,280204524,296204524,289687838,305687762,4896769,4947738,5005908,4935954,5083329,5040080,5120266,1832478,1876366,1862739,1875899,1828894,1889913,1858821
10,10,100,1,0,2,800,92,3,95260030,100936516,101835402,91273169,89728602,92245082,90690094,247333431,280364195,297564703,305804525,321804525,315287838,331287762,5113447,5219251,5305867,5273621,5298903,5166303,5238537,2166783,2165153,2167977,2137230,2220778,2237540,2277202
10,10,100,1,0,2,800,96,3,90746287,93367530,94249747,91278020,90636386,92907997,91349649,237733100,272257834,289458342,297804525,313804525,307287838,323287762,5232747,5462185,5465521,5470505,5523062,5563746,5467879,2642797,2540625,2657439,2526862,2593019,2538668,2647032
10,10,100,1,0,2,800,100,4,96044378,100347394,99516499,98566839,96552682,99075861,96727182,264933201,297864045,318264553,323404525,342604525,332887839,352087763,5562480,5556930,5591425,5506028,5693469,5712712,5758146,2719890,2978610,2870848,2887771,2829303,2725018,2913804
10,10,100,1,0,2,800,104,4,99793817,103203121,102633568,98070872,94781445,100665643,96186222,255333161,289881775,310282283,315404525,334604525,324887839,344087763,5647553,5887840,5843206,5934901,5845117,5835595,5885108,3223611,3210301,3224793,3031518,3289864,3257985,3253576
10,10,100,1,0,2,800,108,4,108853207,114696079,113846032,106288487,106064694,105457485,103699703,282533312,315536096,335936604,341004526,360204526,350487839,369687763,5853988,6112018,6118348,6145147,6077280,6180018,6211340,3354224,3479475,3522206,3299394,3561440,3229847,3398884
10,10,100,1,0,2,800,112,4,111222211,115453719,115013825,104799607,101205360,108128924,102733760,272933542,307576246,327976754,333004525,352204525,342487839,361687763,6333320,6326297,6397669,6391637,6375970,6457567,6430982,3565338,3649003,3639006,3467277,3640299,3524282,3571616
10,10,100,1,0,2,800,116,4,114989103,120629215,117960857,113333067,108653468,113506962,109505640,300133552,333196966,353597474,358604526,377804526,368087840,387287764,6204140,6437578,6571576,6587671,6599366,6660789,6469433,4102937,4210000,4017226,3941380,3990501,3918098,4167035
10,10,100,1,0,2,800,120,4,113631137,116299203,116217967,111187121,107482046,114867481,107810383,290533572,325222786,345623294,350604526,369804526,360087840,379287763,6639017,6738657,6713774,6815585,6815245,6663419,6649728,4024072,4065821,4101877,3922040,3979967,4123453,4137256
10,10,100,1,0,2,800,124,4,117985872,122302354,120893875,118912501,114111778,119560326,114599627,317733552,350821176,371221684,376204527,395404526,385687840,404887763,6544713,6970670,7034900,6878210,6842088,6922841,6984296,4178070,4353053,4280465,4259055,4472428,4203168,4341666
10,10,100,1,0,2,800,128,4,120461321,123361084,125247964,121900754,121288421,119941672,123550372,308133592,342823366,363223875,368204526,387404527,377687840,396887764,7084942,7238089,7167076,7226283,7187264,7338006,7238627,4326658,4635650,4628988,4618968,4465995,4455024,4446018
10,10,100,1,0,2,800,132,5,127407303,133195685,130715138,126384104,120938879,127047064,119202293,335333333,368318607,391919115,393804527,416204527,403287840,425687764,6960264,7398725,7319640,7256094,7420459,7484153,7238952,4404552,4706361,4654178,4772677,4509509,4486277,4726569
10,10,100,1,0,2,800,136,5,131633596,136502758,133933422,124534817,117309178,127566218,122840767,325733303,360355807,383956315,385804527,408204526,395287841,417687764,7328759,7527322,7312296,7581441,7561603,7698848,7683880,4876293,5060822,5107202,4866470,4750993,4763429,4705710
10,10,100,1,0,2,800,140,5,137668281,142693897,138935973,134340693,124790418,136488023,125522980,352933353,385956968,409557476,411404527,433804527,420887841,443287764,7425491,7743944,7533399,7546594,7707268,7811400,7847968,4871650,5227457,5204537,5330358,4998204,5025375,4867326
10,10,100,1,0,2,800,144,5,132956504,136619775,133858866,130091107,124886891,133026887,125224974,343333124,377873057,401473565,403404527,425804527,412887841,435287764,7992498,8158880,8122060,8195725,8024236,8117643,7896895,4983693,5048586,5043134,5015108,5126332,5129795,5220657
10,10,100,1,0,2,800,148,5,140234107,143854365,142676554,138683192,131268151,141729277,131846035,370533404,403596938,427197446,429004528,451404527,438487842,460887765,7578795,8360488,8322525,8362539,8337248,8404811,8071709,5503531,5223672,5221306,5181766,5188211,5156484,5415958
10,10,100,1,0,2,800,152,5,140051300,145376339,142108214,137226959,130253458,139383904,131085800,360933574,395613987,419214496,421004528,443404527,430487841,452887765,8396247,8175646,8129572,8463863,8518947,8644310,8463113,5211895,5870745,5763440,5503941,5328565,5330245,5425806
10,10,100,1,0,2,800,156,5,145172038,150928090,149083228,145487794,137821789,147356599,138297933,388133564,421205898,444806406,446604528,469004528,456087842,478487765,8019196,8740802,8633161,8622124,8594330,8766590,8650324,5904075,5570928,5553165,5670278,5552982,5495101,5546955
