repeats,epochs,batch,output_dims,output_model,tasks,height,width,lines,control.cpu_cycles,managed-no-prefetch.cpu_cycles,managed-prefetch.cpu_cycles,proto-no-prefetch.cpu_cycles,proto-prefetch.cpu_cycles,coro-no-prefetch.cpu_cycles,coro-prefetch.cpu_cycles,control.instructions,managed-no-prefetch.instructions,managed-prefetch.instructions,proto-no-prefetch.instructions,proto-prefetch.instructions,coro-no-prefetch.instructions,coro-prefetch.instructions,control.d_cache_reads,managed-no-prefetch.d_cache_reads,managed-prefetch.d_cache_reads,proto-no-prefetch.d_cache_reads,proto-prefetch.d_cache_reads,coro-no-prefetch.d_cache_reads,coro-prefetch.d_cache_reads,control.d_cache_misses,managed-no-prefetch.d_cache_misses,managed-prefetch.d_cache_misses,proto-no-prefetch.d_cache_misses,proto-prefetch.d_cache_misses,coro-no-prefetch.d_cache_misses,coro-prefetch.d_cache_misses
10,10,100,1,0,2,80,4,1,1472653,2532337,2851133,3514416,3902368,3765965,4071581,2936402,5675850,6915817,8251498,9371498,8371374,9491283,431236,1957974,2117082,2815537,2975652,3220831,3396576,10825,13464,1818,13793,2046,14704,3025
10,10,100,1,0,2,80,8,1,2619330,3479773,3757642,4536601,4785844,4652046,4840962,4776402,7515850,8755817,10091498,11211498,10211374,11331283,751236,2278790,2438450,3136211,3295658,3547546,3700519,20934,22431,6120,23117,6463,24798,7612
10,10,100,1,0,2,80,12,1,2539563,3643475,3805242,4698950,4864911,4760392,4902757,3976402,6715850,8035817,9291498,10411498,9411374,10531283,591256,2039553,2198707,2895896,3055454,3302779,3461725,33064,34031,8168,34232,8351,35496,9806
10,10,100,1,0,2,80,16,1,4830803,5516935,5435781,6516781,6366538,6607109,6524519,5816402,8555850,9875817,11131498,12251498,11251374,12371283,911236,2357814,2517737,3216148,3375880,3621385,3796689,44092,44090,16728,44657,16983,46424,18375
10,10,100,1,0,2,80,20,1,3763670,5333512,5606616,6369213,6819939,6504846,6797241,4376402,7115850,8435817,9691498,10811498,9811374,10931283,693446,2116906,2278972,2977119,3135675,3380389,3543433,54081,54390,18794,54864,19379,59194,21065
10,10,100,1,0,2,80,24,1,5595971,6994001,6884134,7896292,7963582,8121221,8175894,6216402,8955850,10275817,11531498,12651498,11651374,12771283,1040756,2437700,2596954,3295695,3455882,3700865,3860596,62121,64624,25678,66100,26658,69496,30024
10,10,100,1,0,2,80,28,1,3312034,4603433,4760079,5748749,5649145,6014485,5969568,4776402,7515850,8835817,10091498,11211498,10211374,11331283,751242,2197477,2357493,3056757,3216014,3462170,3636993,71702,76041,34478,81303,39380,88210,46711
10,10,100,1,0,2,80,32,1,5987082,6952487,6532735,7934973,7453725,8196358,7664459,6616402,9355850,10675817,11931498,13051498,12051374,13171283,1071239,2517965,2677231,3376169,3535871,3780955,3940579,84678,87290,42811,87740,43216,90927,46382
10,10,100,1,0,2,80,36,2,3712804,5127553,6441977,6527963,7231885,6766316,7613380,5176402,7915850,9555817,10491498,11931498,10611374,12051283,831249,2276365,2592171,3136391,3497449,3542910,3987543,92431,95433,2280,95781,2641,98491,4878
10,10,100,1,0,2,80,40,2,6943507,8155160,8453720,9307972,9153115,9544296,9408211,7016402,9755850,11395817,12331498,13771498,12451374,13891283,1151236,2597459,2980702,3455635,3857918,3860625,4323424,103687,106829,11496,108443,13978,111644,16571
