repeats,epochs,batch,output_dims,output_model,tasks,height,width,lines,control.cpu_cycles,managed-no-prefetch.cpu_cycles,managed-prefetch.cpu_cycles,proto-no-prefetch.cpu_cycles,proto-prefetch.cpu_cycles,coro-no-prefetch.cpu_cycles,coro-prefetch.cpu_cycles,control.instructions,managed-no-prefetch.instructions,managed-prefetch.instructions,proto-no-prefetch.instructions,proto-prefetch.instructions,coro-no-prefetch.instructions,coro-prefetch.instructions,control.d_cache_reads,managed-no-prefetch.d_cache_reads,managed-prefetch.d_cache_reads,proto-no-prefetch.d_cache_reads,proto-prefetch.d_cache_reads,coro-no-prefetch.d_cache_reads,coro-prefetch.d_cache_reads,control.d_cache_misses,managed-no-prefetch.d_cache_misses,managed-prefetch.d_cache_misses,proto-no-prefetch.d_cache_misses,proto-prefetch.d_cache_misses,coro-no-prefetch.d_cache_misses,coro-prefetch.d_cache_misses
10,10,100,1,0,2,40,4,1,478475,976389,1117994,1360934,1578870,1491885,1685181,2002445,3541308,4081784,4834089,5314089,5577645,6057326,1990,2246,2192,2434,2523,7526,7503,1662,1844,1755,1986,2029,5521,5465
10,10,100,1,0,2,40,8,1,679141,1155197,1295431,1575146,1747732,1667281,1739400,2242445,3981608,4522084,5314089,5794089,6057645,6537326,3467,3310,3315,4431,4396,10421,10465,2404,2541,2521,2757,2714,6161,6036
10,10,100,1,0,2,40,12,1,967176,1457984,1563570,1862484,2079211,1999038,2041603,3602445,5261838,5802314,6594089,7074089,7337646,7817326,4330,4218,4065,5071,5201,10688,10592,3118,3483,3441,3653,3625,7138,6984
10,10,100,1,0,2,40,16,1,1487415,2079641,2255002,1776337,1897961,1899931,2052645,3123025,4873288,5413764,6194089,6674089,6937646,7417326,5994,5271,5338,6494,6067,13020,12859,3846,4074,4049,4439,4371,7699,7594
10,10,100,1,0,2,40,20,1,1267966,1676419,1791021,2088693,2175851,2187908,2284617,4483405,6160328,6700804,7474089,7954089,8217646,8697326,6940,6650,6766,7435,7760,14383,14776,4574,5058,5026,5235,5292,8698,8524
10,10,100,1,0,2,40,24,1,1201763,1520844,1620244,2018763,2080753,2101740,2177390,4003425,5760968,6301444,7074089,7554089,7817646,8297326,15424,15517,15401,16239,15639,26012,25770,5160,5840,5793,6078,5979,9511,9322
10,10,100,1,0,2,40,28,1,2013195,2459608,2612004,2216449,2399895,2384752,2474892,5362925,7028458,7568934,8354089,8834089,9097646,9577327,20506,20857,19908,21048,20806,32268,33011,6328,6948,6815,7158,7020,10592,10304
10,10,100,1,0,2,40,32,1,1659255,2038102,2095884,2213357,2250166,2309260,2397564,4882585,6624148,7164624,7954089,8434089,8697646,9177326,48667,46988,46584,48181,47774,58664,58538,6948,7570,7441,7848,7679,11338,11085
10,10,100,1,0,2,40,36,2,2328634,2616883,2760507,2459522,2593874,2679944,2888108,6242785,7907548,8608024,9234089,9874089,9977646,10617326,49806,48223,48130,49914,50345,62608,63364,7785,8656,8503,8832,8633,12263,11921
10,10,100,1,0,2,40,40,2,1879341,2202462,2325163,2401926,2504714,2557972,2826422,5762625,7503798,8204274,8834089,9474089,9577646,10217326,74914,71354,71523,73496,73695,84840,85420,8483,9348,9202,9584,9423,13123,12819
10,10,100,1,0,2,40,44,2,2143195,2457445,2568224,2694255,2783434,3047122,3124084,7122555,8783228,9483704,10114089,10754089,10857646,11497326,93496,89416,90782,90042,90885,99113,100980,9538,10555,10383,10737,10525,14143,13984
10,10,100,1,0,2,40,48,2,2732015,3165678,3314555,2679779,2723792,2945110,3022308,6642875,8388918,9089394,9714089,10354089,10457646,11097326,117156,114358,115143,113574,114677,121969,123395,10051,11070,10880,11269,10951,14831,14455
10,10,100,1,0,2,40,52,2,2439453,2722864,2823864,2976582,3031137,3295092,3375411,8003325,9679218,10379694,10994089,11634089,11737646,12377326,130349,125111,126459,126637,126341,134070,134727,11400,12603,12480,12740,12696,16436,16082
10,10,100,1,0,2,40,56,2,2470531,2736148,2859804,2937417,2984272,3184109,3230908,7523355,9279238,9979714,10594089,11234089,11337646,11977326,147974,142852,144589,143144,144040,149956,150430,11488,12832,12401,13008,12860,16453,16265
10,10,100,1,0,2,40,60,2,3145914,3560753,3708303,3261385,3340319,3493172,3547808,8883065,10554068,11254544,11874089,12514089,12617646,13257326,159144,155707,157263,155915,157332,162679,163053,13408,14734,14544,14883,14839,19024,18408
10,10,100,1,0,2,40,64,2,3425656,3718989,3869487,3229618,3277470,3398809,3501571,8402945,10152428,10852904,11474089,12114089,12217646,12857326,161400,155528,155406,154499,155371,163445,162927,15355,16428,16154,16431,16346,20208,20032
10,10,100,1,0,2,40,68,3,3478645,3875294,4044231,3530546,3606241,3715911,3965600,9762815,11428688,12289164,12754089,13554089,13497646,14297326,180606,176384,177988,175605,177748,182346,185141,16088,17595,17032,17549,17123,21360,20750
10,10,100,1,0,2,40,72,3,3102838,3379262,3517909,3503927,3696685,3703457,3750864,9282555,11024208,11884684,12354089,13154089,13097646,13897326,190738,186231,186254,185475,186614,191145,191423,15873,17136,16969,17220,16990,21052,20724
10,10,100,1,0,2,40,76,3,3766402,4203122,4415539,3931491,3972277,4046189,4127838,10643095,12313008,13173484,13634089,14434089,14377646,15177326,208253,201025,202792,200439,202734,207068,208830,17153,18196,18003,18572,18056,22056,21589
10,10,100,1,0,2,40,80,3,3960567,4410353,4561584,3775507,3822309,3992606,3998445,10162915,11911329,12771804,13234089,14034089,13977646,14777326,210238,203034,204671,202190,203762,210639,211528,20344,21518,21309,21473,21461,25494,25192
10,10,100,1,0,2,40,84,3,3691842,4121199,4236945,4120962,4202089,4297874,4320291,11522695,13185638,14046114,14514089,15314089,15257646,16057326,221587,213766,216700,213812,217772,219851,222360,20764,21821,21667,22299,21812,26008,25615
10,10,100,1,0,2,40,88,3,3953096,4247836,4361054,4160145,4238038,4306869,4316536,11043225,12796248,13656724,14114089,14914089,14857646,15657326,240363,236532,237200,235007,237506,242696,243936,22380,24538,24133,24706,24157,28500,28270
10,10,100,1,0,2,40,92,3,3997342,4443562,4562392,4462402,4540472,4580373,4623258,12403285,14076808,14937284,15394089,16194089,16137646,16937326,234935,226089,229351,226450,230502,235676,238529,23904,25388,25285,25726,25593,29360,29030
10,10,100,1,0,2,40,96,3,4179202,4511044,4623740,4393356,4422621,4562209,4582450,11922725,13666098,14526574,14994089,15794089,15737646,16537326,261381,254809,256625,254222,257305,263654,266053,23818,25448,25154,25613,25219,29622,29189
10,10,100,1,0,2,40,100,4,4373002,4894124,5011974,4699069,4785866,4883475,4953680,13282705,14946528,15967004,16274089,17234089,17017645,17977326,260727,254775,253406,254289,254298,261989,262169,25962,27427,26746,27477,26762,31094,30408
10,10,100,1,0,2,40,104,4,4594482,4940147,5075498,4686591,4727957,4873144,4891003,12802765,14547658,15568134,15874089,16834089,16617646,17577326,285408,280998,277196,280465,279282,288394,287571,26308,28079,27689,28268,27836,32182,31497
10,10,100,1,0,2,40,108,4,4631342,5075402,5207153,5018954,5056263,5170253,5207666,14162755,15826169,16846644,17154089,18114089,17897646,18857327,283732,276638,276072,277705,277488,284998,284479,26510,27763,27378,28093,27625,31954,31315
10,10,100,1,0,2,40,112,4,4934744,5240880,5371383,5051361,5042231,5170369,5178492,13683065,15435128,16455604,16754089,17714089,17497646,18457326,310148,303734,299813,305195,304392,310784,311069,27882,29519,29087,29697,29154,33982,32946
10,10,100,1,0,2,40,116,4,5368938,5854451,5990288,5302406,5381659,5474079,5502477,15042965,16710278,17730754,18034089,18994089,18777646,19737326,305319,298127,295131,299017,298890,306607,306894,33105,33603,33242,33740,33564,37681,37264
10,10,100,1,0,2,40,120,4,5476707,5819246,5961831,5313400,5326822,5499660,5467532,14562955,16312958,17333434,17634089,18594089,18377646,19337327,330178,323116,319420,322946,320188,331187,331461,30668,33495,32167,33569,32166,36648,36288
10,10,100,1,0,2,40,124,4,5557630,5963434,6129199,5547474,5620561,5724599,5753100,15923095,17593308,18613784,18914089,19874089,19657646,20617326,324904,321251,319423,321748,319890,328569,327155,34980,36634,36509,36895,36386,40943,40210
10,10,100,1,0,2,40,128,4,5725707,6073473,6243203,5721520,5712548,5723600,5771815,15443075,17192718,18213194,18514089,19474089,19257646,20217327,355810,348842,346368,348163,346941,356714,356240,31814,33597,33308,33817,33440,38218,37581
10,10,100,1,0,2,40,132,5,5799636,6306903,6434928,5841331,5944500,6046549,6081858,16802855,18469168,19649644,19794089,20914089,20537646,21657326,345129,341012,330576,341563,331353,349805,339907,38107,39888,39630,40000,39772,43568,43387
10,10,100,1,0,2,40,136,5,6079799,6489285,6687821,5848862,5917379,6064599,6090680,16322985,18071288,19251764,19394089,20514089,20137646,21257327,376156,369244,359980,367707,359737,376303,368637,38975,41502,40490,40999,40452,44741,44570
10,10,100,1,0,2,40,140,5,5923515,6459612,6562093,6209764,6241053,6359849,6440213,17682725,19347378,20527854,20674089,21794089,21417646,22537327,380911,378676,366756,378867,366667,386676,377482,41234,43602,43306,43552,43242,48045,47343
10,10,100,1,0,2,40,144,5,6145363,6487128,6604438,6164905,6177926,6392592,6340736,17202785,18947429,20127904,20274089,21394089,21017646,22137327,398685,392038,379917,392773,381083,400348,388846,43802,43267,42827,43068,42677,47279,47068
10,10,100,1,0,2,40,148,5,6263344,6766986,6863552,6625696,6629496,6654291,6664187,18563025,20234508,21414984,21554089,22674089,22297646,23417326,401736,398996,389806,399436,391233,408540,400500,43287,44836,44631,44695,44594,49246,48546
10,10,100,1,0,2,40,152,5,6439854,6786481,6906317,6537987,6493685,6674418,6639866,18083085,19834738,21015214,21154089,22274089,21897646,23017327,419850,413135,403341,411777,403561,422979,414335,43072,46263,45495,45424,44968,49359,49244
10,10,100,1,0,2,40,156,5,6571092,7020220,7143047,6773968,6806471,6930786,7022413,19443035,21114488,22294964,22434089,23554089,23177646,24297326,403682,403726,392952,403294,394314,411868,402056,45578,47216,46849,46979,46874,51561,50959
10,10,100,1,0,2,40,160,5,6662385,6986994,7124294,6676826,6699710,6835990,6864094,18963175,20715139,21895614,22034089,23154089,22777646,23897327,423167,416541,405780,416294,407025,423714,414780,48444,50567,50321,50352,49867,54515,54097
10,10,100,1,0,2,40,164,6,7140479,7605690,7754686,7018527,7082251,7216025,7227227,20322935,21991238,23331714,23314089,24594089,24057646,25337326,427815,424137,401303,422510,402059,432214,411421,50068,51773,51516,51650,51519,56121,55715
10,10,100,1,0,2,40,168,6,7237768,7621519,7785640,7011434,7062959,7240923,7209470,19842985,21590129,22930604,22914089,24194089,23657646,24937326,468149,461738,438351,458961,438407,469198,448419,52650,54731,54110,54216,54073,58691,58495
10,10,100,1,0,2,40,172,6,7249518,7724696,7814121,7353361,7398481,7540798,7535054,21203105,22873618,24214094,24194089,25474089,24937646,26217326,449141,445382,421321,444024,422894,453755,432854,52268,54188,53525,53763,53315,58561,57970
10,10,100,1,0,2,40,176,6,7405803,7833682,7943574,7377391,7435855,7542877,7540896,20722775,22468958,23809434,23794089,25074089,24537646,25817327,464756,458706,436537,456476,436615,466136,446566,57216,59392,59060,58767,58762,63232,62881
10,10,100,1,0,2,40,180,6,7590032,8089007,8200793,7646127,7696263,7827083,7818068,22083035,23753319,25093794,25074089,26354089,25817646,27097327,482722,492222,467824,491279,468519,500465,478429,56056,58674,58087,58829,58236,63943,62629
10,10,100,1,0,2,40,184,6,7841557,8198397,8333388,7604509,7638622,7843679,7806087,21603015,23351969,24692444,24674089,25954089,25417646,26697326,482664,477229,456152,478015,456876,484104,464633,57595,59496,58839,60163,58675,63365,62931
10,10,100,1,0,2,40,188,6,7903366,8379852,8507115,8015145,8037629,8171889,8132625,22963155,24633169,25973644,25954089,27234089,26697646,27977326,498196,512903,489909,513452,490440,521970,498077,60999,63651,63015,63475,63329,69718,67392
10,10,100,1,0,2,40,192,6,8067595,8410368,8510248,7919271,7924177,8084177,8077424,22482785,24229109,25569584,25554089,26834089,26297646,27577326,503649,498072,473730,497302,476923,506782,486445,61741,64183,63331,63708,63447,67742,67438
10,10,100,1,0,2,40,196,7,8123187,8607039,8740748,8205590,8308917,8416412,8382313,23842965,25513568,27014044,26834089,28274089,27577646,29017326,522457,536790,498109,534613,499091,543385,506693,61346,64363,63456,63645,63938,67778,67852
10,10,100,1,0,2,40,200,7,8344664,8699398,8839021,8116791,8311250,8365011,8336681,23362855,25108969,26609444,26434089,27874089,27177646,28617327,527826,520941,485984,519011,486804,528398,494840,67402,66219,64986,65367,65374,70064,69510
10,10,100,1,0,2,40,204,7,8442158,8907013,9070371,8565513,8548984,8661801,8673974,24722855,26388778,27889254,27714089,29154089,28457646,29897327,523487,527887,492031,527082,492903,534880,499508,64163,66438,65239,66254,65723,70558,69647
10,10,100,1,0,2,40,208,7,8663105,9032589,9203239,8454707,8464827,8685070,8642554,24242875,25992768,27493244,27314089,28754089,28057646,29497327,577748,572389,533865,570656,534539,579041,542911,69691,71828,71032,70996,70851,75476,74746
10,10,100,1,0,2,40,212,7,8879318,9349000,9512570,8796409,8835665,8972029,8983133,25602915,27272249,28772724,28594089,30034089,29337646,30777327,543386,548479,511473,547993,513844,556193,522066,68261,70827,69886,70560,69773,74674,74155
10,10,100,1,0,2,40,216,7,8990919,9383637,9535404,8769090,8820003,8983035,8983506,25122935,26870039,28370514,28194089,29634089,28937646,30377326,599215,594374,550925,592512,556168,601075,564190,71347,74278,73369,73313,73347,77639,77337
10,10,100,1,0,2,40,220,7,9155442,9640503,9768997,9144246,9162719,9330729,9293410,26483035,28152969,29653444,29474089,30914089,30217646,31657327,561838,568157,527769,567289,529296,575758,540294,69443,72723,71934,72300,71483,76397,75744
10,10,100,1,0,2,40,224,7,9265926,9690253,9836810,9047182,9063247,9324043,9230565,26002905,27750339,29250814,29074089,30514089,29817646,31257327,619871,615378,575098,614154,577988,622682,586108,74230,76616,75976,76126,75943,80538,79794
10,10,100,1,0,2,40,228,8,9465919,9927333,10105464,9377578,9697915,9611264,9571955,27362825,29029859,30690334,30354089,31954089,31097646,32697327,583079,587618,538402,588138,539456,595734,548130,74123,76572,75497,75437,74493,79763,78526
10,10,100,1,0,2,40,232,8,9583190,10044584,10190950,9351443,9387571,9571506,9530263,26882825,28631319,30291794,29954089,31554089,30697646,32297327,608250,603365,551762,601203,551578,611101,561281,75840,77889,77118,77402,76119,81571,79809
10,10,100,1,0,2,40,236,8,9670186,10143818,10313902,9665877,9688578,9942487,9831381,28242805,29909669,31570144,31234089,32834089,31977646,33577327,628131,648898,591018,647962,595847,656948,603662,76975,79785,79094,78827,78208,83611,82054
10,10,100,1,0,2,40,240,8,9786396,10203928,10386461,10124426,10482614,10287257,9869006,27762875,29509319,31169794,30834089,32434089,31577646,33177326,630167,623232,573504,625206,577971,634059,582045,80165,83280,82316,99591,95709,94371,86728
10,10,100,1,0,2,40,244,8,10087589,10587017,10706705,9999634,10031032,10197514,10130851,29123025,30791329,32451804,32114089,33714089,32857646,34457327,613567,631724,582532,630858,581346,638094,589685,82144,88229,84323,85082,83183,88987,87044
10,10,100,1,0,2,40,248,8,10158705,10523057,10792901,9896373,10048946,10116167,10287569,28642895,30392379,32052854,31714089,33314089,32457646,34057327,650100,643513,595348,645328,597555,651758,604734,83907,86556,84118,88835,84587,90209,90334
10,10,100,1,0,2,40,252,8,10373827,10847635,11100908,10366460,10302313,10449559,10411840,30002985,31670989,33331464,32994089,34594089,33737646,35337326,628537,649994,602234,652142,601239,659254,609984,83193,85954,83028,85421,83820,90053,87964
10,10,100,1,0,2,40,256,8,10510366,10915274,11041935,10263913,10281416,10438462,10425972,29522925,31271489,32931964,32594089,34194089,33337646,34937327,668588,665265,614777,665409,617565,673107,624673,86940,88654,85012,87813,86495,92297,90439
10,10,100,1,0,2,40,260,9,10746485,11218328,11338581,10587705,10616620,10809123,10740429,30882995,32551558,34372034,33874089,35634089,34617646,36377327,681830,712771,644598,711525,645065,720908,653677,89113,91344,88815,90571,88681,94630,92770
10,10,100,1,0,2,40,264,9,10819198,11186141,11358870,10464634,10531321,10704502,10662822,30402925,32151339,33971814,33474089,35234089,34217646,35977327,686768,681381,614110,682260,618331,689766,627077,88725,90742,88429,89922,87260,94214,91715
10,10,100,1,0,2,40,268,9,11123823,11517441,11549097,10867697,10837420,11013300,10969460,31762945,33430669,35251144,34754089,36514089,35497646,37257327,676355,693374,621075,691996,627426,700379,636551,90867,93759,91222,92641,90644,97546,95085
10,10,100,1,0,2,40,272,9,11073341,11483379,11649761,10749781,10802702,11013752,10912305,31283035,33031679,34852154,34354089,36114089,35097646,36857327,711679,705292,636748,705969,639850,712201,647652,94186,96762,94072,95707,93266,100148,97738
10,10,100,1,0,2,40,276,9,11294124,11744109,11912735,11159801,11168340,11361466,11284600,32642995,34312599,36133074,35634089,37394089,36377646,38137327,698341,714394,647559,714266,649139,722632,658088,93213,96464,94337,95794,93342,100586,97536
10,10,100,1,0,2,40,280,9,11363694,11817690,11896711,11283173,11538433,11379259,11279745,32163005,33911909,35732384,35234089,36994089,35977646,37737327,776457,764506,696085,763932,698499,774828,708774,98470,99268,98581,98570,97778,102872,101629
10,10,100,1,0,2,40,284,9,11522516,12001055,12138463,11443803,11458315,11636479,11571826,33523005,35192389,37012864,36514090,38274089,37257646,39017327,721606,733600,668635,732794,667059,742583,677216,94478,97616,96144,96573,94666,100907,98883
10,10,100,1,0,2,40,288,9,11619507,12062060,12169393,11444955,11409426,11817020,11556578,33042875,34790099,36610574,36114089,37874089,36857646,38617327,799356,791153,717031,791192,721576,800106,730679,98354,100778,98657,99459,97685,104161,102070
10,10,100,1,0,2,40,292,10,11918097,12429905,12525416,11745244,11749717,12162331,11889581,34402915,36070989,38051464,37394089,39314089,38137646,40057327,737914,750604,675436,749827,668342,759104,678928,98130,101151,97604,100480,96657,105336,101050
10,10,100,1,0,2,40,296,10,12133062,12415304,12538209,11699661,11718219,12084507,11839271,33922876,35670649,37651124,36994089,38914089,37737646,39657327,772616,767548,688914,767671,687144,775267,696666,102809,105353,101382,104247,101445,108674,105508
10,10,100,1,0,2,40,300,10,12216096,12743859,12773089,12294041,12047951,12284088,12188755,35282945,36950129,38930604,38274089,40194089,39017647,40937327,756596,776181,696466,773765,695677,781492,702596,107998,124099,107598,112079,107379,114750,113919
10,10,100,1,0,2,40,304,10,12368711,12711592,12824077,12250166,12011967,12205784,12148905,34803026,36552129,38532605,37874089,39794089,38617647,40537327,792297,786747,709471,786229,707803,798096,717038,105514,108388,101686,107837,102053,111572,105723
10,10,100,1,0,2,40,308,10,12544401,12935205,13063190,12334521,12328714,12816473,12664002,36162975,37831129,39811605,39154089,41074089,39897646,41817327,810653,841482,756706,839049,754193,850973,765709,103279,106846,98800,106393,100871,110158,105231
