platcode,op,repeats,epochs,batch,output_dims,output_model,tasks,height,width,unitsize,lines,coro-no-prefetch-ratio-mean,coro-no-prefetch-ratio-sd,coro-prefetch-ratio-mean,coro-prefetch-ratio-sd
op,leaf,100,10,100,1,0,4,800,200,2,0,1.0335545704399949,0.006499645986017154,1.5012665446457425,0.013422294735751284
op,leaf,100,10,100,1,0,4,800,168,2,0,1.0218896505578898,0.014066199205925124,1.5089787763697577,0.038651032685437424
op,svm,100,10,100,1,0,6,200,938,2,0,1.1381710465020243,0.032480676636066186,1.1123094494269672,0.030191713179255154
op,svm,100,10,100,1,0,2,400,514,2,0,1.0047637476139941,0.008168057434170213,1.1659776023715829,0.011133837450294969
op,svm32,100,10,100,1,0,8,100,354,4,0,0.9873880116548271,0.010043368274708414,1.0045669195417255,0.011181795233717633
op,svm32,100,10,100,1,0,2,800,170,4,0,0.9958737526009718,0.0016761843692521066,1.082271802105445,0.0038004860706542676
op,svmf32,100,10,100,1,0,2,100,512,4,0,1.0088941932367035,0.003019307571941602,0.9550643686341274,0.0027361484919022887
op,svmf32,100,10,100,1,0,2,800,320,4,0,0.9717967116065599,0.0005916518304600627,0.9633300082005956,0.0005711603396299896
op,svmf64,100,10,100,1,0,2,200,512,8,0,1.0370391268648533,0.0027471652654645945,0.8430474704086212,0.0010391659839999816
op,svmf64,100,10,100,1,0,4,800,52,8,0,0.8924432736548789,0.002637075668049102,0.9652895364075857,0.005861475945607679
op,norm,100,10,100,2,0,4,40,656,2,0,1.1139539581086368,0.0039325381562303205,1.1013770677992525,0.00390315880551365
op,norm,100,10,100,2,0,4,100,152,2,0,1.0966986044977753,0.001303989354311036,1.110835608163435,0.001426134368165072
op,norm32,100,10,100,2,0,6,40,852,4,0,1.032520311164607,0.001322101167932023,1.0041380147401744,0.0020628763478448588
op,norm32,100,10,100,2,0,6,40,852,4,0,1.0323827235047651,0.0009753098076827043,1.005036313591697,0.0008689371539794766
op,normf32,100,10,100,2,0,2,80,484,4,0,1.0308169364936852,0.007807534419706555,0.8865363636923074,0.007982938457494817
op,normf32,100,10,100,2,0,4,200,124,4,0,0.9215741503248377,0.0051638254300370905,1.086608208057041,0.007386942427222306
op,normf64,100,10,100,2,0,2,200,72,8,0,0.9608570358478069,0.0029448520990386523,1.0340316014825326,0.004173084454196157
op,normf64,100,10,100,2,0,4,200,60,8,0,0.9552652926662343,0.0023428852394608026,1.0911100646056797,0.002667786039311397
op,cnn,100,10,100,2,0,8,200,114,2,0,1.0667300757042637,0.005200524806953326,1.0495365652646447,0.003791910116319676
op,cnn,100,10,100,2,0,8,200,114,2,0,1.0676933013113623,0.005287861782982974,1.049441500725957,0.005317103197985191
op,cnn32,100,10,100,2,0,4,400,674,4,0,0.9943975064275619,0.0005169328875854572,0.9152314209683966,0.0005829017267955683
op,cnn32,100,10,100,2,0,2,400,206,4,0,0.9827349262692028,0.0010477988755427463,0.9799924222660639,0.0008406463967294718
op,cnnf32,100,10,100,2,0,2,100,774,4,0,0.9822711171148917,0.002637935389973554,0.7860126788752878,0.0029459893270465326
op,cnnf32,100,10,100,2,0,4,400,166,4,0,0.9714844631215533,0.002294639953687563,0.9985276843585946,0.006683921169104526
op,cnnf64,100,10,100,2,0,2,100,474,8,0,0.9805681184675846,0.002030478975077501,0.7631246253460923,0.003403414785929277
op,cnnf64,100,10,100,2,0,2,400,70,8,0,0.9556919571690059,0.002259294177338296,1.0195868566880997,0.0035058748870391405
