repeats,epochs,batch,output_dims,output_model,tasks,height,width,lines,control.cpu_cycles,managed-no-prefetch.cpu_cycles,managed-prefetch.cpu_cycles,proto-no-prefetch.cpu_cycles,proto-prefetch.cpu_cycles,coro-no-prefetch.cpu_cycles,coro-prefetch.cpu_cycles,control.instructions,managed-no-prefetch.instructions,managed-prefetch.instructions,proto-no-prefetch.instructions,proto-prefetch.instructions,coro-no-prefetch.instructions,coro-prefetch.instructions,control.d_cache_reads,managed-no-prefetch.d_cache_reads,managed-prefetch.d_cache_reads,proto-no-prefetch.d_cache_reads,proto-prefetch.d_cache_reads,coro-no-prefetch.d_cache_reads,coro-prefetch.d_cache_reads,control.d_cache_misses,managed-no-prefetch.d_cache_misses,managed-prefetch.d_cache_misses,proto-no-prefetch.d_cache_misses,proto-prefetch.d_cache_misses,coro-no-prefetch.d_cache_misses,coro-prefetch.d_cache_misses
10,10,100,1,0,2,40,4,1,334375,891937,878768,1237845,1230530,1407004,1409654,1199382,2679346,3219842,3872089,4352089,4613646,5093326,2052,2293,2235,2543,2532,7614,7480,1715,1822,1796,2063,2051,5576,5434
10,10,100,1,0,2,40,8,1,369039,883264,927182,1253212,1379471,1420577,1478761,1359382,2999346,3539842,4192089,4672089,4933646,5413326,3076,3239,3156,3519,3616,9189,9369,2368,2581,2454,2706,2754,6180,6110
10,10,100,1,0,2,40,12,1,508291,1112957,1116660,1420922,1577785,1587225,1626597,2039382,3639346,4179842,4832089,5312089,5573646,6053326,4206,3935,3872,4461,4290,9717,9660,3088,3430,3357,3677,3647,7055,6927
10,10,100,1,0,2,40,16,1,439933,1026509,955764,1335127,1441651,1524154,1562334,1639382,3279346,3819842,4472089,4952089,5213646,5693326,5091,5504,5242,5652,5541,11454,11673,3593,4133,3971,4350,4250,7749,7620
10,10,100,1,0,2,40,20,1,589132,1245533,1195931,1559918,1486902,1688946,1725438,2319382,3919346,4459842,5112089,5592089,5853646,6333326,15468,15497,15146,16138,15384,23016,22821,4144,4891,4755,5199,4983,8562,8352
10,10,100,1,0,2,40,24,1,538227,1141936,1053121,1361758,1516045,1610418,1649312,1919382,3559346,4099842,4752089,5232089,5493646,5973326,26938,27825,27795,29128,29234,37693,37590,4727,5603,5518,5707,5687,9256,9107
10,10,100,1,0,2,40,28,1,656360,1360820,1274661,1592298,1595999,1807575,1810241,2599382,4199346,4739842,5392089,5872089,6133646,6613326,20320,20855,20623,22795,21622,32071,32225,5707,6652,6377,7033,6749,10348,10128
10,10,100,1,0,2,40,32,1,600640,1268996,1126935,1435108,1596676,1731881,1730071,2199382,3839346,4379842,5032089,5512089,5773646,6253326,26289,27198,25989,28795,27790,44243,44042,6465,7344,7067,7635,7378,11125,10715
10,10,100,1,0,2,40,36,2,746116,1493496,1359973,1647830,1699179,1938466,1966680,2879382,4479346,5179842,5672089,6312089,6413646,7053326,48375,48093,48781,49584,51133,62640,64519,7179,8209,7892,8507,8185,12128,11836
10,10,100,1,0,2,40,40,2,696109,1392714,1226049,1521965,1700694,1857309,1896605,2479382,4119346,4819842,5312089,5952089,6053646,6693326,74458,75435,74986,76874,77490,87351,87916,7569,8860,8481,9307,8902,12842,12389
10,10,100,1,0,2,40,44,2,822746,1609332,1451842,1691275,1783174,2057858,2089650,3159382,4759346,5459842,5952089,6592089,6693646,7333326,89067,89004,90884,90932,92125,101180,102759,8799,10093,9731,10408,10128,14167,13802
