repeats,epochs,batch,output_dims,output_model,tasks,height,width,clustering,unitsize,lines,control.cpu_cycles,managed-no-prefetch.cpu_cycles,managed-prefetch.cpu_cycles,proto-no-prefetch.cpu_cycles,proto-prefetch.cpu_cycles,coro-no-prefetch.cpu_cycles,coro-prefetch.cpu_cycles,control.instructions,managed-no-prefetch.instructions,managed-prefetch.instructions,proto-no-prefetch.instructions,proto-prefetch.instructions,coro-no-prefetch.instructions,coro-prefetch.instructions,control.d_cache_reads,managed-no-prefetch.d_cache_reads,managed-prefetch.d_cache_reads,proto-no-prefetch.d_cache_reads,proto-prefetch.d_cache_reads,coro-no-prefetch.d_cache_reads,coro-prefetch.d_cache_reads,control.d_cache_misses,managed-no-prefetch.d_cache_misses,managed-prefetch.d_cache_misses,proto-no-prefetch.d_cache_misses,proto-prefetch.d_cache_misses,coro-no-prefetch.d_cache_misses,coro-prefetch.d_cache_misses
10,10,100,1,0,8,800,176,0,2,6,138143326,0,0,0,0,153631337,90993189,160933911,0,0,0,0,222523667,248123461,9090190,0,0,0,0,16968868,20505453,6190636,0,0,0,0,6561719,6325910
10,10,100,1,0,8,800,176,1,2,6,136097007,0,0,0,0,153594288,90935521,160933911,0,0,0,0,222523668,248123461,9236239,0,0,0,0,17193307,20740546,6189275,0,0,0,0,6584952,6333491
10,10,100,1,0,8,800,176,2,2,6,111566566,0,0,0,0,115090085,82075740,160933909,0,0,0,0,222523633,248123477,8702031,0,0,0,0,15310421,16195723,6098046,0,0,0,0,6546610,6074213
10,10,100,1,0,8,800,176,3,2,6,107640844,0,0,0,0,104992313,79799082,160933908,0,0,0,0,222523778,248123461,8562025,0,0,0,0,13972658,14187238,5979834,0,0,0,0,6659273,6196413
10,10,100,1,0,8,800,176,4,2,6,100171558,0,0,0,0,99412028,77652301,160933908,0,0,0,0,222523673,248123460,8326483,0,0,0,0,12673536,12845961,5472532,0,0,0,0,6510436,6074183
10,10,100,1,0,8,800,176,5,2,6,93956871,0,0,0,0,98480636,77029541,160933908,0,0,0,0,222523675,248123460,8001913,0,0,0,0,11921490,12270436,4681142,0,0,0,0,6407009,6015121
10,10,100,1,0,8,800,176,6,2,6,92653226,0,0,0,0,96196263,75964306,160933908,0,0,0,0,222523688,248123476,8009096,0,0,0,0,11618725,11780969,4449607,0,0,0,0,6449603,6028412
10,10,100,1,0,8,800,176,7,2,6,87006013,0,0,0,0,94626697,75534192,160933907,0,0,0,0,222523640,248123460,8105603,0,0,0,0,11315290,11716602,4395607,0,0,0,0,6262627,5869831
10,10,100,1,0,8,800,176,8,2,6,88459922,0,0,0,0,94724784,74570497,160933907,0,0,0,0,222523664,248123460,8037931,0,0,0,0,11078421,11296377,4486710,0,0,0,0,6265608,5832465
10,10,100,1,0,8,800,176,9,2,6,81358593,0,0,0,0,92620050,73805977,160933907,0,0,0,0,222523641,248123460,8344171,0,0,0,0,10945199,11149093,4376511,0,0,0,0,6120448,5707732
10,10,100,1,0,8,800,176,10,2,6,79829106,0,0,0,0,89753213,71681743,160933907,0,0,0,0,222523620,248123460,7800880,0,0,0,0,10432472,10557026,4624274,0,0,0,0,5866304,5272724
10,10,100,1,0,8,800,176,11,2,6,86733455,0,0,0,0,90784562,72013965,160933907,0,0,0,0,222523642,248123460,8321951,0,0,0,0,10607850,10694353,4914810,0,0,0,0,5886404,5354185
10,10,100,1,0,8,800,176,12,2,6,78625960,0,0,0,0,89255730,70879926,160933907,0,0,0,0,222523663,248123460,8125250,0,0,0,0,10563725,10723259,4618147,0,0,0,0,5655767,5109276
10,10,100,1,0,8,800,176,13,2,6,77229593,0,0,0,0,88544590,71244334,160933907,0,0,0,0,222523663,248123460,7969045,0,0,0,0,10232669,10351911,4561029,0,0,0,0,5680005,5097412
10,10,100,1,0,8,800,176,14,2,6,85483287,0,0,0,0,89912995,70898795,160933907,0,0,0,0,222523644,248123460,8315710,0,0,0,0,10502014,10527525,4814572,0,0,0,0,5637429,5100214
10,10,100,1,0,8,800,176,15,2,6,77057483,0,0,0,0,87787439,70481407,160933907,0,0,0,0,222523644,248123460,8268537,0,0,0,0,10356518,10487365,4581905,0,0,0,0,5459151,4938429
10,10,100,1,0,8,800,176,16,2,6,80739038,0,0,0,0,89069594,70312712,160933907,0,0,0,0,222523663,248123460,8279946,0,0,0,0,10247285,10341284,4851264,0,0,0,0,5325405,4785931
10,10,100,1,0,8,800,176,17,2,6,82393617,0,0,0,0,86727071,70098546,160933907,0,0,0,0,222523663,248123460,8428579,0,0,0,0,10339048,10346745,5021831,0,0,0,0,5157117,4635171
10,10,100,1,0,8,800,176,18,2,6,82529090,0,0,0,0,87477962,70213453,160933907,0,0,0,0,222523663,248123460,8430362,0,0,0,0,10301174,10300309,4871580,0,0,0,0,5251661,4712494
10,10,100,1,0,8,800,176,19,2,6,75033963,0,0,0,0,83245967,68930437,160933907,0,0,0,0,222523663,248123460,8006315,0,0,0,0,9944557,9971218,4731821,0,0,0,0,4778718,4432598
10,10,100,1,0,8,800,176,20,2,6,81023809,0,0,0,0,84955770,69461113,160933907,0,0,0,0,222523663,248123459,8378272,0,0,0,0,10155691,10214774,5038963,0,0,0,0,4863396,4385681
10,10,100,1,0,8,800,176,21,2,6,74853716,0,0,0,0,84420147,69558872,160933906,0,0,0,0,222523663,248123460,8132059,0,0,0,0,9942089,10076313,4687643,0,0,0,0,4820907,4515869
10,10,100,1,0,8,800,176,22,2,6,75792838,0,0,0,0,85406965,69481287,160933907,0,0,0,0,222523663,248123460,8337736,0,0,0,0,10194893,10285777,4758773,0,0,0,0,4972542,4534394
10,10,100,1,0,8,800,176,23,2,6,73351931,0,0,0,0,82499504,68665092,160933906,0,0,0,0,222523663,248123460,8076332,0,0,0,0,9849537,10009427,4692627,0,0,0,0,4619340,4300894
10,10,100,1,0,8,800,176,24,2,6,76017034,0,0,0,0,85256528,69297889,160933907,0,0,0,0,222523663,248123459,8086788,0,0,0,0,10070356,10189434,4906801,0,0,0,0,4763361,4478335
10,10,100,1,0,8,800,176,25,2,6,73887438,0,0,0,0,82332698,68818203,160933907,0,0,0,0,222523663,248123460,8039451,0,0,0,0,9894366,10022983,4731813,0,0,0,0,4575393,4269318
10,10,100,1,0,8,800,176,26,2,6,74790462,0,0,0,0,83383468,69068111,160933906,0,0,0,0,222523663,248123460,8305596,0,0,0,0,10135878,10219458,4812544,0,0,0,0,4549858,4300216
10,10,100,1,0,8,800,176,27,2,6,74435767,0,0,0,0,82591528,68833148,160933906,0,0,0,0,222523663,248123460,8275985,0,0,0,0,9960614,9994460,4688785,0,0,0,0,4418984,4243835
10,10,100,1,0,8,800,176,28,2,6,75627155,0,0,0,0,84378554,69082743,160933907,0,0,0,0,222523663,248123460,8138914,0,0,0,0,10139848,10095449,4928869,0,0,0,0,4673969,4467727
10,10,100,1,0,8,800,176,29,2,6,73552160,0,0,0,0,82784530,68268350,160933906,0,0,0,0,222523663,248123460,8112896,0,0,0,0,9811605,9882924,4735210,0,0,0,0,4385790,4150900
10,10,100,1,0,8,800,176,30,2,6,74902670,0,0,0,0,82877070,68933442,160933906,0,0,0,0,222523663,248123460,8232959,0,0,0,0,10014141,10084613,4903715,0,0,0,0,4438014,4237011
10,10,100,1,0,8,800,176,31,2,6,74105196,0,0,0,0,81305115,68291087,160933906,0,0,0,0,222523663,248123460,8298347,0,0,0,0,9634349,9572747,4842229,0,0,0,0,4452446,4068289
10,10,100,1,0,8,800,176,32,2,6,73335634,0,0,0,0,83781841,68495597,160933907,0,0,0,0,222523663,248123460,8376394,0,0,0,0,9936702,10009832,4880889,0,0,0,0,4564176,4283354
10,10,100,1,0,8,800,176,33,2,6,74308339,0,0,0,0,82581374,68801826,160933907,0,0,0,0,222523663,248123460,8271901,0,0,0,0,9985669,10069395,4927810,0,0,0,0,4422496,4246520
10,10,100,1,0,8,800,176,34,2,6,77163624,0,0,0,0,83306746,68678470,160933907,0,0,0,0,222523663,248123460,8386995,0,0,0,0,9993267,9949619,4946819,0,0,0,0,4451691,4246463
10,10,100,1,0,8,800,176,35,2,6,71609682,0,0,0,0,82320031,68816471,160933906,0,0,0,0,222523663,248123460,8227666,0,0,0,0,9910790,10025233,4765228,0,0,0,0,4443377,4132270
10,10,100,1,0,8,800,176,36,2,6,74849639,0,0,0,0,82778924,68728246,160933907,0,0,0,0,222523663,248123459,8277682,0,0,0,0,9916616,9992825,4946517,0,0,0,0,4378538,4190834
10,10,100,1,0,8,800,176,37,2,6,72349922,0,0,0,0,81429774,68141329,160933907,0,0,0,0,222523663,248123460,8179696,0,0,0,0,9754059,9821524,4734760,0,0,0,0,4308717,4107199
10,10,100,1,0,8,800,176,38,2,6,74205023,0,0,0,0,82002036,68391815,160933906,0,0,0,0,222523663,248123460,8229459,0,0,0,0,9868951,9936314,4942900,0,0,0,0,4446189,4244674
10,10,100,1,0,8,800,176,39,2,6,71326090,0,0,0,0,81160749,68591686,160933906,0,0,0,0,222523663,248123459,8273565,0,0,0,0,9821363,9803097,4723751,0,0,0,0,4264452,4092383
10,10,100,1,0,8,800,176,40,2,6,74162671,0,0,0,0,82062772,68802765,160933907,0,0,0,0,222523663,248123460,8412449,0,0,0,0,9725806,9918517,4881420,0,0,0,0,4531406,4181011
10,10,100,1,0,8,800,176,41,2,6,74643440,0,0,0,0,82502852,68605159,160933906,0,0,0,0,222523663,248123460,8115300,0,0,0,0,9806891,9933790,4989908,0,0,0,0,4491408,4214717
10,10,100,1,0,8,800,176,42,2,6,75474223,0,0,0,0,81940777,68729077,160933907,0,0,0,0,222523663,248123460,8296890,0,0,0,0,9752589,9894823,4972801,0,0,0,0,4514717,4213896
10,10,100,1,0,8,800,176,43,2,6,71600129,0,0,0,0,81417496,68003406,160933906,0,0,0,0,222523663,248123460,8146249,0,0,0,0,9606649,9742880,4767765,0,0,0,0,4304774,4087676
10,10,100,1,0,8,800,176,44,2,6,78190236,0,0,0,0,83264589,68641995,160933907,0,0,0,0,222523663,248123460,8665132,0,0,0,0,9982870,9839933,5066241,0,0,0,0,4487685,4182187
10,10,100,1,0,8,800,176,45,2,6,73426289,0,0,0,0,83402642,68491776,160933906,0,0,0,0,222523663,248123460,8396601,0,0,0,0,9656180,9828575,4856421,0,0,0,0,4652987,4190549
10,10,100,1,0,8,800,176,46,2,6,75103552,0,0,0,0,83215222,68455856,160933907,0,0,0,0,222523663,248123460,8473738,0,0,0,0,9772815,9775430,4901944,0,0,0,0,4438576,4193654
10,10,100,1,0,8,800,176,47,2,6,72640545,0,0,0,0,81921971,68305804,160933907,0,0,0,0,222523663,248123460,7984832,0,0,0,0,9711729,9738353,4817692,0,0,0,0,4365327,4212194
10,10,100,1,0,8,800,176,48,2,6,74027915,0,0,0,0,83250555,68630564,160933906,0,0,0,0,222523663,248123460,8136028,0,0,0,0,9843330,9834205,5097156,0,0,0,0,4373103,4171747
10,10,100,1,0,8,800,176,49,2,6,71653033,0,0,0,0,81815154,68548786,160933906,0,0,0,0,222523663,248123459,7929644,0,0,0,0,9688559,9767940,4929573,0,0,0,0,4346741,4065541
10,10,100,1,0,8,800,176,50,2,6,73290144,0,0,0,0,82085159,68449909,160933906,0,0,0,0,222523663,248123460,8320267,0,0,0,0,9760336,9843643,4909268,0,0,0,0,4459199,4171812
10,10,100,1,0,8,800,176,51,2,6,71329243,0,0,0,0,81565659,68199788,160933906,0,0,0,0,222523663,248123460,7979438,0,0,0,0,9698001,9718736,4883835,0,0,0,0,4263498,4084618
10,10,100,1,0,8,800,176,52,2,6,75310065,0,0,0,0,82794858,68558103,160933907,0,0,0,0,222523663,248123459,8289606,0,0,0,0,9888358,9798518,5047986,0,0,0,0,4431393,4218374
10,10,100,1,0,8,800,176,53,2,6,71674588,0,0,0,0,82185002,68523219,160933906,0,0,0,0,222523663,248123460,7926764,0,0,0,0,9584815,9720271,4907760,0,0,0,0,4440247,4112503
10,10,100,1,0,8,800,176,54,2,6,71775777,0,0,0,0,82229154,68470878,160933906,0,0,0,0,222523663,248123460,8042942,0,0,0,0,9657281,9704396,4840865,0,0,0,0,4423238,4151505
