platcode,op,repeats,epochs,batch,output_dims,output_model,tasks,height,width,unitsize,lines,coro-no-prefetch-ratio-mean,coro-no-prefetch-ratio-sd,coro-prefetch-ratio-mean,coro-prefetch-ratio-sd
pi,leaf,100,10,100,1,0,2,10,832,2,0,1.0092735560813444,0.005047049073963957,0.8499089503219782,0.002991610562217294
pi,leaf,100,10,100,1,0,6,80,128,2,0,0.7530160961005076,0.0012624891765661975,1.2653025920329644,0.0022679104130306793
pi,svm,100,10,100,1,0,2,20,440,2,0,0.7768414868096782,0.009314270070348733,0.8201323998985259,0.0030718245904044943
pi,svm,100,10,100,1,0,6,80,296,2,0,0.6535393363060311,0.0011765427163369637,0.7888196920355406,0.0018938438779514235
pi,svm32,100,10,100,1,0,2,80,182,4,0,0.8439732566491341,0.009017013890876828,0.8185543723282995,0.0013783869415144147
pi,svm32,100,10,100,1,0,2,80,166,4,0,0.8286412889347577,0.010469689596765315,0.8240716128082908,0.002491878749116217
pi,svmf32,100,10,100,1,0,2,80,748,4,0,1.0178337861354445,0.001554557508597567,0.7119141377927466,0.0007161643721732989
pi,svmf32,100,10,100,1,0,2,80,176,4,0,0.9419733884543934,0.005377352970678486,0.903117861556209,0.003909578770090379
pi,svmf64,100,10,100,1,0,2,40,120,8,0,0.873800351224566,0.006974761629020824,0.808535864936659,0.0017644014829880537
pi,svmf64,100,10,100,1,0,4,80,72,8,0,0.7916832697314139,0.001352297356429755,0.7978641512356127,0.0012896417919439818
pi,norm,100,10,100,2,0,2,5,928,2,0,0.9997170905724737,0.00013996394261420796,0.9934066744388454,0.0001314901222529197
pi,norm,100,10,100,2,0,4,10,268,2,0,0.9955991509339447,0.0002611600301431016,0.9989499799022714,0.0002694172872605666
pi,norm32,100,10,100,2,0,2,10,816,4,0,0.9975168584672393,0.0010471020075369666,0.993123974884043,0.0009118561628491544
pi,norm32,100,10,100,2,0,2,5,184,4,0,0.9957229333671564,0.0014359526918835068,0.9993844112077064,0.0013930179436507384
pi,normf32,100,10,100,2,0,8,5,44,4,0,0.8977621647884763,0.005310634407889161,0.8260303474490466,0.009569257125062606
pi,normf32,100,10,100,2,0,2,5,180,4,0,1.0460972821441923,0.006196322196754305,1.0727046932910063,0.003015560196652841
pi,normf64,100,10,100,2,0,2,5,164,8,0,1.0300641044778782,0.0015499798271606691,0.9509240683798802,0.0010989359077745921
pi,normf64,100,10,100,2,0,6,10,60,8,0,0.9838559210538986,0.00154005440071808,1.0028753510176507,0.0010268430740781882
pi,cnn,100,10,100,2,0,2,10,714,2,0,0.9670567311437814,0.0013923346749374903,0.9008048842979176,0.0009010892025398752
pi,cnn,100,10,100,2,0,2,10,374,2,0,0.9829773015895131,0.0023030283301014704,0.9565710748742032,0.0012708120819275154
pi,cnn32,100,10,100,2,0,2,40,218,4,0,0.984702616210856,0.0004893176487440621,0.9690864399544291,0.00022427552313293486
pi,cnn32,100,10,100,2,0,2,40,130,4,0,0.9856364516689753,0.0001724133334544564,0.97299753642934,0.0006036360777531926
pi,cnnf32,100,10,100,2,0,2,10,358,4,0,0.9512582731894972,0.006115192981377777,0.8804582628760884,0.005717878428284179
pi,cnnf32,100,10,100,2,0,2,40,170,4,0,0.9687169124372511,0.0010310171661259472,0.9403672535658852,0.0005921961189316934
pi,cnnf64,100,10,100,2,0,2,10,166,8,0,0.9071930241368268,0.002576585928539914,0.8167603622695971,0.00119871805586576
pi,cnnf64,100,10,100,2,0,2,10,78,8,0,0.9118536037827691,0.004356127178437087,0.8963981620777156,0.004437503298290726
