svm,0,control,1,10,100,80,400,1,52393,0.00163728,1,4,25,53133351,74893195,16373340,127998
svm,5,coro-no-prefetch,2,10,100,80,400,1,44647,0.00139522,0,4,25,65966850,79903423,19849955,678651
svm,6,coro-prefetch,2,10,100,80,400,1,51075,0.00159609,1,4,25,75625564,88142880,21906974,127122
svm,0,control,1,10,100,80,400,1,35998,0.00112494,1,4,25,53117545,74893195,16373348,128206
svm,5,coro-no-prefetch,2,10,100,80,400,1,44267,0.00138334,0,4,25,65439717,79902880,19826586,660773
svm,6,coro-prefetch,2,10,100,80,400,1,51077,0.00159616,1,4,25,75643479,88142880,21762631,127367
svm,0,control,1,10,100,80,400,1,36052,0.00112663,1,4,25,53193636,74893195,16373345,127953
svm,5,coro-no-prefetch,2,10,100,80,400,1,44077,0.00137741,0,4,25,65169280,79902880,19843844,650121
svm,6,coro-prefetch,2,10,100,80,400,1,51094,0.00159669,1,4,25,75670424,88142880,21829002,127289
svm,0,control,1,10,100,80,400,1,36055,0.00112672,1,4,25,53113569,74893195,16373345,128255
svm,5,coro-no-prefetch,2,10,100,80,400,1,44451,0.00138909,0,4,25,65691566,79902880,19870014,665472
svm,6,coro-prefetch,2,10,100,80,400,1,51119,0.00159747,1,4,25,75658678,88142880,21759737,127745
svm,0,control,1,10,100,80,400,1,36074,0.00112731,1,4,25,53201584,74893195,16373356,128001
svm,5,coro-no-prefetch,2,10,100,80,400,1,44506,0.00139081,0,4,25,65757666,79902880,19869632,668176
svm,6,coro-prefetch,2,10,100,80,400,1,51191,0.00159972,1,4,25,75682826,88142880,21915493,127613
svm,0,control,1,10,100,80,400,1,36027,0.00112584,1,4,25,53124340,74893195,16373339,127906
svm,5,coro-no-prefetch,2,10,100,80,400,1,44120,0.00137875,0,4,25,65195740,79902880,19840235,650306
svm,6,coro-prefetch,2,10,100,80,400,1,51189,0.00159966,1,4,25,75694206,88142880,21758805,127793
svm,0,control,1,10,100,80,400,1,36043,0.00112634,1,4,25,53185754,74893195,16373333,128130
svm,5,coro-no-prefetch,2,10,100,80,400,1,44214,0.00138169,0,4,25,65345976,79902880,19838840,660758
svm,6,coro-prefetch,2,10,100,80,400,1,51198,0.00159994,1,4,25,75636114,88142880,21868847,126217
svm,0,control,1,10,100,80,400,1,35961,0.00112378,1,4,25,53093076,74893195,16373353,128006
svm,5,coro-no-prefetch,2,10,100,80,400,1,44325,0.00138516,0,4,25,65494017,79902880,19849454,660137
svm,6,coro-prefetch,2,10,100,80,400,1,51097,0.00159678,1,4,25,75626633,88142880,21773300,127526
svm,0,control,1,10,100,80,400,1,36109,0.00112841,1,4,25,53181451,74893195,16373358,128111
svm,5,coro-no-prefetch,2,10,100,80,400,1,43970,0.00137406,0,4,25,65041747,79902880,19824109,644758
svm,6,coro-prefetch,2,10,100,80,400,1,51125,0.00159766,1,4,25,75623394,88142880,21773179,125146
svm,0,control,1,10,100,80,400,1,36003,0.00112509,1,4,25,53127855,74893195,16373346,127950
svm,5,coro-no-prefetch,2,10,100,80,400,1,44349,0.00138591,0,4,25,65620923,79902880,19873802,656130
svm,6,coro-prefetch,2,10,100,80,400,1,51134,0.00159794,1,4,25,75648008,88142880,21786157,127364
