repeats,epochs,batch,output_dims,output_model,tasks,height,width,lines,control.cpu_cycles,managed-no-prefetch.cpu_cycles,managed-prefetch.cpu_cycles,proto-no-prefetch.cpu_cycles,proto-prefetch.cpu_cycles,coro-no-prefetch.cpu_cycles,coro-prefetch.cpu_cycles,control.instructions,managed-no-prefetch.instructions,managed-prefetch.instructions,proto-no-prefetch.instructions,proto-prefetch.instructions,coro-no-prefetch.instructions,coro-prefetch.instructions,control.d_cache_reads,managed-no-prefetch.d_cache_reads,managed-prefetch.d_cache_reads,proto-no-prefetch.d_cache_reads,proto-prefetch.d_cache_reads,coro-no-prefetch.d_cache_reads,coro-prefetch.d_cache_reads,control.d_cache_misses,managed-no-prefetch.d_cache_misses,managed-prefetch.d_cache_misses,proto-no-prefetch.d_cache_misses,proto-prefetch.d_cache_misses,coro-no-prefetch.d_cache_misses,coro-prefetch.d_cache_misses
10,10,100,1,0,2,800,4,1,12213230,12817494,14431844,17956992,19295462,20705603,21801674,22533902,52551378,63351866,73802590,83402590,83283918,92883827,275045,267773,258836,267147,262112,274094,277380,23106,22970,22746,23313,23060,27044,26648
10,10,100,1,0,2,800,8,1,16069463,16013014,17351284,21490184,22192634,24301994,24841989,32933903,62951378,73751866,84202590,93802590,93683918,103283828,434247,433967,427792,437623,442638,450227,456594,51236,50814,49956,50626,49916,54851,54579
10,10,100,1,0,2,800,12,1,16500047,18730076,20174714,25075943,25103243,27881046,28224593,38533903,70951379,81751867,92202590,101802590,101683918,111283828,589120,584099,581119,588439,614776,608002,625882,79551,78450,78014,78140,77395,82301,82832
10,10,100,1,0,2,800,16,1,20588254,22538002,23332505,29058537,28809848,31567343,31264560,48933903,81351378,92151867,102602591,112202590,112083919,121683828,754439,753860,752206,753696,781246,770992,796509,109158,106626,106050,107953,106136,110154,110444
10,10,100,1,0,2,800,20,1,20352271,21621014,22717514,27576793,27532152,30189033,30107869,44133903,76551378,87351867,97802590,107402590,107283918,116883828,887713,920812,919101,925146,961988,933600,981048,141920,133696,133974,133904,134297,138705,137930
10,10,100,1,0,2,800,24,1,24305804,25481232,25931696,31155152,30783546,33878247,33514027,54533903,86951379,97751867,108202591,117802591,117683919,127283828,1042594,1077670,1085214,1100921,1161953,1113653,1162915,173676,165708,164529,165864,165610,168785,168096
10,10,100,1,0,2,800,28,1,24695779,23967142,25009729,32252043,29387370,32183474,32135327,49733903,82151379,92951867,103402591,113002591,112883919,122483828,1198249,1280115,1284953,1266903,1342187,1286235,1369360,202566,191764,190774,192561,191104,195914,193978
10,10,100,1,0,2,800,32,1,29880092,28029483,27966133,33234093,32600411,35791429,35391340,60133904,92551379,103351867,113802591,123402591,123283919,132883828,1367541,1451789,1468948,1466752,1532927,1472182,1532116,242224,224150,224662,225406,224495,228760,230793
10,10,100,1,0,2,800,36,2,27428225,25970555,26577904,31471903,31013063,34162178,33928764,55333904,87751379,101751867,109002591,121802591,118483919,131283828,1516482,1640712,1632475,1642833,1659207,1669687,1666177,264593,243829,241217,245395,238929,246715,241786
10,10,100,1,0,2,800,40,2,30647159,29382929,29297045,34725242,33671748,37532429,36408143,65733904,98151379,112151867,119402591,132202591,128883919,141683829,1677283,1909241,1884523,1911828,1910502,1942504,1942181,305949,265381,263950,267412,260856,268118,262139
10,10,100,1,0,2,800,44,2,32072417,29809778,29898240,35273107,33628243,38019915,36464845,60933904,93351379,107351867,114602591,127402591,124083919,136883829,1840422,2054816,2060166,2076650,2129321,2104385,2140097,350996,304305,301521,305140,301319,306070,302428
10,10,100,1,0,2,800,48,2,34497329,32184822,31266546,37570355,35615010,40325602,38555293,71333904,103751379,117751867,125002591,137802591,134483919,147283829,2001196,2287522,2335207,2310083,2303822,2301762,2255329,389091,329108,323732,330035,323214,336656,330686
