repeats,epochs,batch,output_dims,output_model,tasks,height,width,lines,control.cpu_cycles,managed-no-prefetch.cpu_cycles,managed-prefetch.cpu_cycles,proto-no-prefetch.cpu_cycles,proto-prefetch.cpu_cycles,coro-no-prefetch.cpu_cycles,coro-prefetch.cpu_cycles,control.instructions,managed-no-prefetch.instructions,managed-prefetch.instructions,proto-no-prefetch.instructions,proto-prefetch.instructions,coro-no-prefetch.instructions,coro-prefetch.instructions,control.d_cache_reads,managed-no-prefetch.d_cache_reads,managed-prefetch.d_cache_reads,proto-no-prefetch.d_cache_reads,proto-prefetch.d_cache_reads,coro-no-prefetch.d_cache_reads,coro-prefetch.d_cache_reads,control.d_cache_misses,managed-no-prefetch.d_cache_misses,managed-prefetch.d_cache_misses,proto-no-prefetch.d_cache_misses,proto-prefetch.d_cache_misses,coro-no-prefetch.d_cache_misses,coro-prefetch.d_cache_misses
10,10,100,1,0,2,20,4,1,463759,871896,982122,1159111,1202695,1296099,1369202,971455,1702854,2021326,2374500,2654500,2624383,2904285,178489,598678,643300,875908,914479,1055780,1093625,1584,2064,1221,2213,1294,3167,2060
10,10,100,1,0,2,20,8,1,532559,960578,1047122,1283101,1371824,1419789,1527558,931455,1702854,2021326,2374500,2654500,2624383,2904285,199331,598398,642439,874481,914474,1055330,1094441,1755,3063,2424,4280,2727,4903,3765
10,10,100,1,0,2,20,12,1,878938,1199185,1278657,1489932,1586452,1615920,1728413,1471605,2202854,2521326,2874500,3154500,3124383,3404285,296004,639231,685466,914975,954450,1094446,1133409,3084,6093,5090,6525,5530,8462,6865
10,10,100,1,0,2,20,16,1,827724,1170864,1253938,1478491,1575820,1622488,1703446,1172255,1942854,2261326,2614500,2894500,2864383,3144285,278712,638878,683477,914900,954440,1093160,1133499,3503,9275,7979,9605,8294,11590,10036
10,10,100,1,0,2,20,20,1,978535,1382033,1517162,1654644,1755679,1829449,1898780,1712435,2442854,2761326,3114500,3394500,3364383,3644285,309293,681653,724568,954501,994493,1134092,1172958,3925,10871,10309,11331,10644,13271,12136
10,10,100,1,0,2,20,24,1,909883,1376913,1470035,1673928,1702392,1817633,1863689,1412425,2182854,2501326,2854500,3134500,3104383,3384285,283209,678870,723923,954741,994493,1133076,1172932,3766,14403,12863,14622,13258,16473,14823
10,10,100,1,0,2,20,28,1,1233352,1613158,1717894,1868274,1968469,2025957,2089700,1952405,2682854,3001326,3354500,3634500,3604383,3884285,351086,719117,763964,994629,1034844,1173823,1213212,3781,15425,15653,15906,15953,18437,16888
10,10,100,1,0,2,20,32,1,1309120,1572106,1714207,1840736,1933284,2039029,2076986,1651835,2422854,2741326,3094500,3374500,3344383,3624285,399299,719814,764863,994691,1034479,1174075,1213403,3966,16315,17640,17442,18009,20497,20456
10,10,100,1,0,2,20,36,2,1559017,1802561,2179780,2103905,2482529,2225770,2565736,2191665,2922854,3321326,3594500,3954500,3844383,4204285,430791,759566,848760,1034859,1134614,1214603,1331648,5011,16704,1747,21251,2027,22046,3084
10,10,100,1,0,2,20,40,2,1422819,1770454,2166074,2004706,2419601,2159970,2532735,1891495,2662854,3061326,3334500,3694500,3584383,3944285,376538,759116,854797,1034626,1153385,1213321,1334400,5269,17519,4077,18236,4341,21739,5535
10,10,100,1,0,2,20,44,2,1674100,2002856,2383402,2270240,2638812,2407836,2819989,2431605,3162854,3561326,3834500,4194500,4084383,4444285,447456,801765,886114,1075246,1175076,1254427,1354858,4896,18212,6674,22533,6890,24894,10892
10,10,100,1,0,2,20,48,2,1685024,1912838,2328421,2216605,2571269,2375271,2681153,2132125,2902854,3301326,3574500,3934500,3824383,4184285,497589,798975,885960,1074594,1188964,1253366,1369900,6045,17679,8800,22766,9176,26502,10450
10,10,100,1,0,2,20,52,2,1715333,2160106,2582759,2387625,2812743,2545996,2906074,2672325,3402854,3801326,4074500,4434500,4324383,4684285,484996,841740,932287,1115487,1216727,1294361,1395810,5283,19337,11832,19282,11636,23594,12611
10,10,100,1,0,2,20,56,2,1889485,2068399,2534718,2309998,2745669,2551753,2869736,2372215,3142854,3541326,3814500,4174500,4064383,4424285,533139,839264,925752,1114694,1224083,1293323,1407586,6583,18335,13750,19095,13884,29725,14874
10,10,100,1,0,2,20,60,2,2107997,2301594,2784251,2618072,3068092,2832096,3170486,2911805,3642854,4041326,4314500,4674500,4564383,4924285,598342,881161,961084,1154710,1268827,1334379,1435773,6917,19150,16172,29106,17691,37534,20814
10,10,100,1,0,2,20,64,2,1841902,2268781,2751170,2610322,2934107,2806785,3114026,2611615,3382854,3781326,4054500,4414500,4304383,4664285,517788,879296,964101,1154566,1263504,1333432,1450513,5661,22949,18589,32367,18693,38678,20032
10,10,100,1,0,2,20,68,3,2153044,2448651,3083306,2665997,2732140,2983638,2836197,3151775,3882854,4361326,4554500,4994500,4804383,5244285,602940,919494,1010676,1195075,1274546,1375283,1462532,5915,18256,1940,19858,2118,36914,4326
10,10,100,1,0,2,20,72,3,2039613,2367965,3107963,2690993,2633647,2975284,2810307,2851645,3622854,4101326,4294500,4734500,4544383,4984285,566689,919342,1017254,1194986,1274575,1373471,1462554,5604,18648,4283,26319,4621,39866,6573
10,10,100,1,0,2,20,76,3,2277973,2594362,3337668,2965356,2936677,3127082,3042167,3391695,4122854,4601326,4794500,5234500,5044383,5484285,632755,960131,1052829,1238005,1314762,1413945,1502348,5787,17617,6677,28788,6985,35764,8237
10,10,100,1,0,2,20,80,3,2277530,2616455,3237907,2957169,2859455,3077858,3009266,3091705,3862854,4341326,4534500,4974500,4784383,5224285,634652,959218,1058003,1234854,1314585,1413763,1493278,5809,25177,9354,35701,10395,37145,12497
10,10,100,1,0,2,20,84,3,2412979,2793605,3479030,3155156,3096994,3351995,3255489,3632285,4362854,4841326,5034500,5474500,5284383,5724285,662671,1000935,1094071,1274810,1355299,1454239,1540206,7207,20362,13009,37018,11838,42948,14052
