repeats,epochs,batch,output_dims,output_model,tasks,height,width,lines,control.cpu_cycles,managed-no-prefetch.cpu_cycles,managed-prefetch.cpu_cycles,proto-no-prefetch.cpu_cycles,proto-prefetch.cpu_cycles,coro-no-prefetch.cpu_cycles,coro-prefetch.cpu_cycles,control.instructions,managed-no-prefetch.instructions,managed-prefetch.instructions,proto-no-prefetch.instructions,proto-prefetch.instructions,coro-no-prefetch.instructions,coro-prefetch.instructions,control.d_cache_reads,managed-no-prefetch.d_cache_reads,managed-prefetch.d_cache_reads,proto-no-prefetch.d_cache_reads,proto-prefetch.d_cache_reads,coro-no-prefetch.d_cache_reads,coro-prefetch.d_cache_reads,control.d_cache_misses,managed-no-prefetch.d_cache_misses,managed-prefetch.d_cache_misses,proto-no-prefetch.d_cache_misses,proto-prefetch.d_cache_misses,coro-no-prefetch.d_cache_misses,coro-prefetch.d_cache_misses
10,10,100,1,0,2,400,4,1,3028696,0,0,0,0,12817947,12833818,11687882,0,0,0,0,42641907,47441827,117752,0,0,0,0,133353,131011,12231,0,0,0,0,16440,16885
10,10,100,1,0,2,400,8,1,3400016,0,0,0,0,14040347,13232120,13287882,0,0,0,0,45841907,50641827,270797,0,0,0,0,285511,279847,23657,0,0,0,0,29928,28941
10,10,100,1,0,2,400,12,1,4773302,0,0,0,0,14536882,14939591,20087882,0,0,0,0,52241907,57041827,370603,0,0,0,0,376573,377082,37460,0,0,0,0,43433,43564
10,10,100,1,0,2,400,16,1,4129306,0,0,0,0,13781436,14142286,16087882,0,0,0,0,48641907,53441827,465452,0,0,0,0,490343,489326,50424,0,0,0,0,65423,61815
10,10,100,1,0,2,400,20,1,5546465,0,0,0,0,15384310,15786334,22887882,0,0,0,0,55041907,59841827,605536,0,0,0,0,624437,623814,70265,0,0,0,0,77241,77110
10,10,100,1,0,2,400,24,1,4919144,0,0,0,0,14634974,15003473,18887882,0,0,0,0,51441907,56241827,655908,0,0,0,0,695983,695600,84042,0,0,0,0,94301,94626
10,10,100,1,0,2,400,28,1,6310981,0,0,0,0,16758520,16653507,25687882,0,0,0,0,57841907,62641827,807236,0,0,0,0,848453,845101,103288,0,0,0,0,115121,113062
10,10,100,1,0,2,400,32,1,5793006,0,0,0,0,15929818,17070173,21687882,0,0,0,0,54241907,59041827,843095,0,0,0,0,907800,905053,115496,0,0,0,0,128874,153278
10,10,100,1,0,2,400,36,2,7164226,0,0,0,0,17969802,18233473,28487882,0,0,0,0,60641907,67041827,1001873,0,0,0,0,1065376,1071590,135367,0,0,0,0,151574,150658
10,10,100,1,0,2,400,40,2,6562332,0,0,0,0,17058031,17390054,24487882,0,0,0,0,57041907,63441827,1030260,0,0,0,0,1098823,1106704,132678,0,0,0,0,163383,162795
10,10,100,1,0,2,400,44,2,7924438,0,0,0,0,19226757,19541108,31287882,0,0,0,0,63441907,69841827,1138126,0,0,0,0,1200013,1210290,160202,0,0,0,0,185322,190873
10,10,100,1,0,2,400,48,2,7632685,0,0,0,0,18542448,18827871,27287882,0,0,0,0,59841907,66241827,1287856,0,0,0,0,1397074,1408899,179384,0,0,0,0,208786,208900
10,10,100,1,0,2,400,52,2,8905084,0,0,0,0,20643191,20899544,34087882,0,0,0,0,66241907,72641827,1318871,0,0,0,0,1400404,1411695,202369,0,0,0,0,234690,231398
10,10,100,1,0,2,400,56,2,8794182,0,0,0,0,19831302,20127973,30087882,0,0,0,0,62641907,69041827,1473794,0,0,0,0,1598666,1598139,230948,0,0,0,0,258216,265475
