platcode,op,repeats,epochs,batch,output_dims,output_model,tasks,height,width,unitsize,lines,coro-no-prefetch-ratio-mean,coro-no-prefetch-ratio-sd,coro-prefetch-ratio-mean,coro-prefetch-ratio-sd
aw,leaf,100,10,100,1,0,4,400,164,2,0,0.7894108607488102,0.00921901303194029,1.1755818166221088,0.014746812807490834
aw,leaf,100,10,100,1,0,4,400,168,2,0,0.8071429885747728,0.00292095530718241,1.2038062556986124,0.012510617327336401
aw,leaf,100,10,100,1,0,4,400,172,2,0,0.7971683568112065,0.00971358809321767,1.1943507388763208,0.0347544904061637
aw,leaf,100,10,100,1,0,8,400,164,2,0,0.7598131994345578,0.0038058465512585482,1.067158201567825,0.004732604946003385
aw,leaf,100,10,100,1,0,8,400,168,2,0,0.7686319411328723,0.0046097682061510895,1.1008989603530461,0.008522024314292678
aw,leaf,100,10,100,1,0,8,400,172,2,0,0.7542239761750176,0.007865488294742104,1.0798478357482741,0.00410599186662624
aw,leaf,100,10,100,1,0,4,800,164,2,0,1.0129432792718704,0.007641246289698122,1.4049830369809828,0.011594023937913471
aw,leaf,100,10,100,1,0,4,800,168,2,0,1.0351873621134138,0.006040897639138657,1.4294639737954558,0.007397214292007972
aw,leaf,100,10,100,1,0,4,800,172,2,0,0.9894692776745418,0.0037412825162027458,1.3817590063865148,0.006322434944388465
aw,leaf,100,10,100,1,0,8,800,164,2,0,1.0014165808091482,0.007872595887779187,1.3354785322479636,0.011343735115654499
aw,leaf,100,10,100,1,0,8,800,168,2,0,1.0019282601523138,0.007338222949178982,1.356098231041212,0.017954754354036
aw,leaf,100,10,100,1,0,8,800,172,2,0,0.9386800708431247,0.010249880066902178,1.2942617583507563,0.01355715514473082
aw,svm,100,10,100,1,0,2,200,578,2,0,1.0750199971086816,0.01157524421304234,1.215438744706794,0.0049821247237587
aw,svm,100,10,100,1,0,2,200,582,2,0,1.0786479998113483,0.010732359720019092,1.213835654078444,0.004204681923200519
aw,svm,100,10,100,1,0,2,200,586,2,0,1.141275762703209,0.004103886872013307,1.3140556401607557,0.010085135940615384
aw,svm,100,10,100,1,0,4,200,578,2,0,1.037981483837928,0.01866812199136687,1.2017157733229018,0.004090857111403357
aw,svm,100,10,100,1,0,4,200,582,2,0,1.0716311746014293,0.009660231114390919,1.197403056689556,0.004050896763632776
aw,svm,100,10,100,1,0,4,200,586,2,0,1.1335562320128787,0.011869684287876643,1.3003317078740875,0.013271315765391551
aw,svm,100,10,100,1,0,2,400,578,2,0,1.0738394268938647,0.0031585472152355193,1.1998744459055954,0.0035038158013634066
aw,svm,100,10,100,1,0,2,400,582,2,0,1.080256220609958,0.024252931361175026,1.1981142511887566,0.0296645404231177
aw,svm,100,10,100,1,0,2,400,586,2,0,1.1274276293769596,0.009616711477239567,1.2681771963366415,0.005128193329997398
aw,svm,100,10,100,1,0,4,400,578,2,0,1.0366324536643325,0.004702077093415172,1.1801341455870542,0.0030648367968525367
aw,svm,100,10,100,1,0,4,400,582,2,0,1.0696835174643105,0.011994003777566578,1.1842236707774907,0.006481880590134993
aw,svm,100,10,100,1,0,4,400,586,2,0,1.1224663644893347,0.004312785644584433,1.254604150163194,0.005026791187036925
aw,svm32,100,10,100,1,0,2,200,190,4,0,0.933702484832245,0.004344586686282721,1.019517302373357,0.003433827303251719
aw,svm32,100,10,100,1,0,2,200,194,4,0,0.938370923202648,0.003960107863517624,1.0140858565481539,0.0046541782926856476
aw,svm32,100,10,100,1,0,2,200,198,4,0,0.9429185696608406,0.001253627230017994,1.0213850384440826,0.0014992165538014592
aw,svm32,100,10,100,1,0,4,200,190,4,0,0.9245380128381879,0.0006931201866573212,1.0050088158173431,0.0009730157328433823
aw,svm32,100,10,100,1,0,4,200,194,4,0,0.9221171631179637,0.012194524069708605,1.030560560023684,0.0678069099568836
aw,svm32,100,10,100,1,0,4,200,198,4,0,0.9267244400635057,0.0017734863510085362,1.008589765290057,0.0010485370492906083
aw,svm32,100,10,100,1,0,2,400,190,4,0,0.9314003284893684,0.0061565443104200325,1.0422958158308095,0.05569968188712884
aw,svm32,100,10,100,1,0,2,400,194,4,0,0.9345851124782983,0.008982684984507468,1.028398034416437,0.010648591821336227
aw,svm32,100,10,100,1,0,2,400,198,4,0,0.9362035178913501,0.002924895210152126,1.034761425408539,0.0199794862611718
aw,svm32,100,10,100,1,0,4,400,190,4,0,0.9190086921859941,0.0036269310276753064,1.0120418637181614,0.0035625011170733146
aw,svm32,100,10,100,1,0,4,400,194,4,0,0.9160926356919036,0.006838980372778153,1.0200351200043452,0.028729772554127085
aw,svm32,100,10,100,1,0,4,400,198,4,0,0.9199803051123945,0.015130460825405348,1.0173324713277552,0.016840132094066183
aw,svmf32,100,10,100,1,0,2,100,320,4,0,0.9746839940664168,0.0013083245533739075,0.971401289081108,0.001549225923112668
aw,svmf32,100,10,100,1,0,2,100,324,4,0,0.9726987805459568,0.0005381703924293902,0.9701745268384141,0.0011886336032151917
aw,svmf32,100,10,100,1,0,2,100,328,4,0,0.9735172412708357,0.00037779735913369,0.9687566021525426,0.00043160247589784533
aw,svmf32,100,10,100,1,0,4,100,320,4,0,0.9736537619432277,0.0007084659512164294,0.9708884878470262,0.0010076753195384788
aw,svmf32,100,10,100,1,0,4,100,324,4,0,0.9695436523288072,0.00042041722857307905,0.9667845299205087,0.0003669017165245855
aw,svmf32,100,10,100,1,0,4,100,328,4,0,0.9707290634583196,0.00039039321652309806,0.9683427638466567,0.001145093749875858
aw,svmf32,100,10,100,1,0,2,200,320,4,0,0.9782814853322235,0.003774540530514747,0.9704785968074505,0.0026343562761282717
aw,svmf32,100,10,100,1,0,2,200,324,4,0,0.9745142490062387,0.0005510469286766107,0.9699334092985459,0.0014245708382132172
aw,svmf32,100,10,100,1,0,2,200,328,4,0,0.9740487525901039,0.002273919049728233,0.9670490601380187,0.0027082728481205233
aw,svmf32,100,10,100,1,0,4,200,320,4,0,0.97600752231696,0.0004283601286738784,0.9721359291382323,0.0005407178993435287
aw,svmf32,100,10,100,1,0,4,200,324,4,0,0.9715704182706155,0.0007693136777103054,0.9688589534110786,0.0008617216365514295
aw,svmf32,100,10,100,1,0,4,200,328,4,0,0.9720353238245064,0.00021260472719824636,0.9679353853629086,0.0012268659545971769
aw,svmf64,100,10,100,1,0,2,400,92,8,0,0.8858041242782673,0.0006870243839861882,0.9141659705268376,0.0005705596054164977
aw,svmf64,100,10,100,1,0,2,400,96,8,0,0.9013066564024289,0.004176507012944389,0.9096727551235557,0.0022598802283140514
aw,svmf64,100,10,100,1,0,2,400,100,8,0,0.8949596171886144,0.009259857095365505,0.9323070821627018,0.008277769348986939
aw,svmf64,100,10,100,1,0,4,400,92,8,0,0.8891091596852765,0.008383876706597413,0.915788110604645,0.007801965632374618
aw,svmf64,100,10,100,1,0,4,400,96,8,0,0.9058951596263148,0.0005420763699961342,0.9078274795764496,0.0011024385491029604
aw,svmf64,100,10,100,1,0,4,400,100,8,0,0.8954998211641972,0.009487348975683119,0.9244987824218629,0.00760999853053559
aw,svmf64,100,10,100,1,0,2,800,92,8,0,0.8838209464225032,0.007398237771289543,0.9158995223857851,0.006310362969061651
aw,svmf64,100,10,100,1,0,2,800,96,8,0,0.899367087388101,0.002339060870033634,0.9093973071279248,0.0019974793089386354
aw,svmf64,100,10,100,1,0,2,800,100,8,0,0.8942964447864441,0.006051805430403906,0.9360047335653894,0.006346074891274812
aw,svmf64,100,10,100,1,0,4,800,92,8,0,0.884442702513652,0.0036831909613271843,0.9120168417138804,0.004229770471937126
aw,svmf64,100,10,100,1,0,4,800,96,8,0,0.9032043496524712,0.010566572269129411,0.9075914694840589,0.009415600153014481
aw,svmf64,100,10,100,1,0,4,800,100,8,0,0.8973551294143053,0.000661579855936509,0.9293756626567182,0.0008442626585152105
aw,norm,100,10,100,2,0,4,80,404,2,0,0.9919245472929832,0.0005712709911459124,0.9426591642607461,0.0018139824423515638
aw,norm,100,10,100,2,0,4,80,408,2,0,0.9920978668434699,0.007000221430997868,0.9412642427174669,0.006986120909745658
aw,norm,100,10,100,2,0,4,80,412,2,0,0.9899264488672975,0.01127733540606762,0.9400971164450316,0.00931761398961589
aw,norm,100,10,100,2,0,6,80,404,2,0,0.9925270674500917,0.011594960296820783,0.9445132596203074,0.009483823707836658
aw,norm,100,10,100,2,0,6,80,408,2,0,0.9923512849546546,0.0008265461340685303,0.941900489174753,0.00047189177719238646
aw,norm,100,10,100,2,0,6,80,412,2,0,0.9924669822423461,0.0003373325654598055,0.9421128393408985,0.0014154732587875686
aw,norm,100,10,100,2,0,4,160,404,2,0,0.992444848329382,0.000157399418768415,0.9445518146151904,0.0002594960724177453
aw,norm,100,10,100,2,0,4,160,408,2,0,0.9917719217403542,0.0009076979985675488,0.9413890531153001,0.0008260831428504993
aw,norm,100,10,100,2,0,4,160,412,2,0,0.9915217155711963,0.00016025780673673736,0.9399109191375226,0.00024125847905838
aw,norm,100,10,100,2,0,6,160,404,2,0,0.9928211241531109,0.0019926411331183565,0.9458261155137535,0.0020077884351984935
aw,norm,100,10,100,2,0,6,160,408,2,0,0.9920931563183271,0.0006701113193646407,0.9421786454360509,0.0008137986128729355
aw,norm,100,10,100,2,0,6,160,412,2,0,0.9927827338116427,0.005176054588243578,0.9400907749826962,0.0042062001607419235
aw,norm32,100,10,100,2,0,4,100,92,4,0,0.9445360137067573,0.0005080181147979578,0.9485427394638998,0.0005725008613300537
aw,norm32,100,10,100,2,0,4,100,96,4,0,0.9522078986541952,0.0005628382776172644,0.947548584626393,0.00039962713402025627
aw,norm32,100,10,100,2,0,4,100,100,4,0,0.9524685308087609,0.00115673140147753,0.9483553374964037,0.0010334733815014078
aw,norm32,100,10,100,2,0,8,100,92,4,0,0.9454371987259436,0.000774400933174273,0.9495227135166792,0.00043733282548826137
aw,norm32,100,10,100,2,0,8,100,96,4,0,0.9528771293345105,0.0006090077356973959,0.9481615451211085,0.0004782369339888332
aw,norm32,100,10,100,2,0,8,100,100,4,0,0.953782793148281,0.0013481527091382306,0.9494317562524995,0.001245217933747466
aw,norm32,100,10,100,2,0,4,200,92,4,0,0.9450549329110676,0.0003872538472841772,0.953873456547591,0.0005498875695936194
aw,norm32,100,10,100,2,0,4,200,96,4,0,0.9524545668940597,0.000711117573642583,0.9518526535034539,0.000628403825698721
aw,norm32,100,10,100,2,0,4,200,100,4,0,0.953003771071996,0.0007528202479548065,0.953478359478948,0.00034215362472687536
aw,norm32,100,10,100,2,0,8,200,92,4,0,0.9458840705738187,0.0007689777311502971,0.9547248526822166,0.00034694897728729685
aw,norm32,100,10,100,2,0,8,200,96,4,0,0.9532271330772994,0.0004702252511767036,0.9528259268221281,0.0004575109802102622
aw,norm32,100,10,100,2,0,8,200,100,4,0,0.953989446928393,0.0005331957705238617,0.9542653792640615,0.0003528805817320713
aw,normf32,100,10,100,2,0,4,100,160,4,0,0.9152182723221318,0.005584679957226675,1.021498819775802,0.008559094434995692
aw,normf32,100,10,100,2,0,4,100,164,4,0,0.8865020644693645,0.003232142278494957,0.9419271758381125,0.003976886517291497
aw,normf32,100,10,100,2,0,4,100,168,4,0,0.9025025156877023,0.0037967852753379855,1.0023431129697524,0.0039011864018498174
aw,normf32,100,10,100,2,0,8,100,160,4,0,0.9098796724749079,0.003598479895866994,0.9968717993401073,0.004258029255554006
aw,normf32,100,10,100,2,0,8,100,164,4,0,0.8400103069013046,0.0027700763635560787,0.8629217115589596,0.0029501084986497737
aw,normf32,100,10,100,2,0,8,100,168,4,0,0.8956590965094676,0.003412289531151526,0.9890977896958746,0.0044438262866954925
aw,normf32,100,10,100,2,0,4,200,160,4,0,0.9737691462682627,0.003354576930014946,1.0385279970095156,0.00661852345599556
aw,normf32,100,10,100,2,0,4,200,164,4,0,0.9152333715080485,0.003207858546620281,0.9804423334354899,0.003288873273211756
