repeats,epochs,batch,output_dims,output_model,tasks,height,width,clustering,unitsize,lines,control.cpu_cycles,managed-no-prefetch.cpu_cycles,managed-prefetch.cpu_cycles,proto-no-prefetch.cpu_cycles,proto-prefetch.cpu_cycles,coro-no-prefetch.cpu_cycles,coro-prefetch.cpu_cycles,control.instructions,managed-no-prefetch.instructions,managed-prefetch.instructions,proto-no-prefetch.instructions,proto-prefetch.instructions,coro-no-prefetch.instructions,coro-prefetch.instructions,control.d_cache_reads,managed-no-prefetch.d_cache_reads,managed-prefetch.d_cache_reads,proto-no-prefetch.d_cache_reads,proto-prefetch.d_cache_reads,coro-no-prefetch.d_cache_reads,coro-prefetch.d_cache_reads,control.d_cache_misses,managed-no-prefetch.d_cache_misses,managed-prefetch.d_cache_misses,proto-no-prefetch.d_cache_misses,proto-prefetch.d_cache_misses,coro-no-prefetch.d_cache_misses,coro-prefetch.d_cache_misses
10,10,100,1,0,8,800,176,85,2,6,73351380,0,0,0,0,81876723,68574338,160933906,0,0,0,0,222523755,248123460,8216711,0,0,0,0,9454461,9459816,4961210,0,0,0,0,4561594,4127776
10,10,100,1,0,8,800,176,86,2,6,73769847,0,0,0,0,82179319,68386262,160933906,0,0,0,0,222523756,248123460,8332563,0,0,0,0,9455181,9426020,4973245,0,0,0,0,4591948,4186864
10,10,100,1,0,8,800,176,87,2,6,72741089,0,0,0,0,82122788,68341250,160933906,0,0,0,0,222523755,248123460,8203497,0,0,0,0,9338051,9326862,4940013,0,0,0,0,4618126,4138363
10,10,100,1,0,8,800,176,88,2,6,71835635,0,0,0,0,82090842,68585610,160933906,0,0,0,0,222523755,248123459,8195392,0,0,0,0,9336167,9471528,4887496,0,0,0,0,4616030,4213458
10,10,100,1,0,8,800,176,89,2,6,70954790,0,0,0,0,82185456,68459514,160933906,0,0,0,0,222523756,248123460,8136233,0,0,0,0,9429425,9400898,4829037,0,0,0,0,4554499,4268975
10,10,100,1,0,8,800,176,90,2,6,71426707,0,0,0,0,83465369,68379911,160933906,0,0,0,0,222523755,248123460,8073158,0,0,0,0,9496797,9414119,4914780,0,0,0,0,4538087,4256057
10,10,100,1,0,8,800,176,91,2,6,70688093,0,0,0,0,83387988,68493444,160933906,0,0,0,0,222523756,248123460,8023818,0,0,0,0,9427187,9358885,4887729,0,0,0,0,4611295,4308954
10,10,100,1,0,8,800,176,92,2,6,75161605,0,0,0,0,83225343,68834383,160933907,0,0,0,0,222523755,248123460,8375072,0,0,0,0,9408496,9215206,5005203,0,0,0,0,4720178,4221549
10,10,100,1,0,8,800,176,93,2,6,71917046,0,0,0,0,85023491,69137569,160933906,0,0,0,0,222523756,248123460,8156826,0,0,0,0,9290498,9241596,4939411,0,0,0,0,4781835,4487837
10,10,100,1,0,8,800,176,94,2,6,71433562,0,0,0,0,82059971,68471593,160933906,0,0,0,0,222523755,248123460,7977304,0,0,0,0,9399178,9467903,5025280,0,0,0,0,4493059,4194313
10,10,100,1,0,8,800,176,95,2,6,74941654,0,0,0,0,83233645,68903702,160933907,0,0,0,0,222523756,248123460,8242421,0,0,0,0,9493705,9469502,5107707,0,0,0,0,4691178,4222575
10,10,100,1,0,8,800,176,96,2,6,70611900,0,0,0,0,82372368,68467379,160933906,0,0,0,0,222523755,248123460,8092997,0,0,0,0,9415916,9465954,4908204,0,0,0,0,4524378,4183069
10,10,100,1,0,8,800,176,97,2,6,73682853,0,0,0,0,84048978,68693820,160933906,0,0,0,0,222523755,248123459,8335506,0,0,0,0,9441695,9336164,4849687,0,0,0,0,4771494,4324230
10,10,100,1,0,8,800,176,98,2,6,71278493,0,0,0,0,83361523,68365171,160933906,0,0,0,0,222523755,248123460,8184206,0,0,0,0,9409974,9417067,4854015,0,0,0,0,4588989,4235617
10,10,100,1,0,8,800,176,99,2,6,71528518,0,0,0,0,82039771,68465026,160933906,0,0,0,0,222523756,248123460,8185574,0,0,0,0,9274110,9342728,4863941,0,0,0,0,4692127,4176775
10,10,100,1,0,8,800,176,100,2,6,74490469,0,0,0,0,84395980,69221489,160933906,0,0,0,0,222523756,248123460,8277819,0,0,0,0,9454362,9352386,5048145,0,0,0,0,4781686,4349089
10,10,100,1,0,8,800,176,101,2,6,74313807,0,0,0,0,83307290,68635818,160933906,0,0,0,0,222523755,248123460,8400408,0,0,0,0,9505238,9442683,4926040,0,0,0,0,4599610,4153884
10,10,100,1,0,8,800,176,102,2,6,72289800,0,0,0,0,82515328,68533889,160933906,0,0,0,0,222523756,248123460,8144025,0,0,0,0,9245634,9254545,4952594,0,0,0,0,4643340,4295304
