platcode,op,repeats,epochs,batch,output_dims,output_model,tasks,height,width,unitsize,lines,coro-no-prefetch-ratio-mean,coro-no-prefetch-ratio-sd,coro-prefetch-ratio-mean,coro-prefetch-ratio-sd
aw,leaf,100,10,100,1,0,2,800,1024,2,0,1.0222181232656786,0.005609159854006281,0.7559145597278384,0.003694514298751844
aw,leaf,100,10,100,1,0,4,800,168,2,0,1.032311727712888,0.009477760773030093,1.4224722616263685,0.01379950563749507
aw,svm,100,10,100,1,0,2,80,950,2,0,1.1049668782644233,0.01897313676668144,1.1451620748963511,0.005907486542518466
aw,svm,100,10,100,1,0,2,400,582,2,0,1.0780574219666803,0.017393970325920355,1.198828610866162,0.018424401491037603
aw,svm32,100,10,100,1,0,4,800,962,4,0,0.9782712985586103,0.013392576565786426,0.8221301046165455,0.010822992378265112
aw,svm32,100,10,100,1,0,2,400,194,4,0,0.9377158759725738,0.019533103986847454,1.0334465807346378,0.02064727135430483
aw,svmf32,100,10,100,1,0,2,100,1024,4,0,1.0120909836823935,0.001148262488400465,0.9158289816432671,0.0007575141300457193
aw,svmf32,100,10,100,1,0,2,200,324,4,0,0.9744833797251072,0.0002957579811955764,0.9715244809709007,0.0005022212300466982
aw,svmf64,100,10,100,1,0,2,400,1024,8,0,1.013286245346665,0.0009490075240236155,0.8261819881083622,0.0006743681643752078
aw,svmf64,100,10,100,1,0,2,800,96,8,0,0.8996265946310507,0.0013473449910045374,0.9097173799672237,0.002651841644977068
aw,norm,100,10,100,2,0,4,80,1012,2,0,0.9967408876176137,0.0008481924516954189,0.9079997465996172,0.0013201224404957807
aw,norm,100,10,100,2,0,6,80,408,2,0,0.9924724255393221,0.0013555138341931777,0.9416763858277293,0.0012730258684394307
aw,norm32,100,10,100,2,0,6,800,912,4,0,0.9589838544620504,0.0003791446221470415,0.9280397554886118,0.0004509190939558419
aw,norm32,100,10,100,2,0,8,200,96,4,0,0.9535241949641933,0.003395840631359476,0.952556198839889,0.004333821133063567
aw,normf32,100,10,100,2,0,4,800,724,4,0,0.9983787038988716,0.002625300636781519,0.826705503440545,0.003923296904458032
aw,normf32,100,10,100,2,0,4,100,164,4,0,0.8856496759739443,0.004455846809105767,0.9506096172647952,0.006418015435121562
aw,normf64,100,10,100,2,0,2,40,84,8,0,0.978394374121221,0.0013114531440331799,0.9835925273411873,0.0012976046486307643
aw,normf64,100,10,100,2,0,4,100,84,8,0,0.9537327723875941,0.0018848168368155798,1.0643222463239623,0.0024899994356492264
aw,cnn,100,10,100,2,0,2,100,594,2,0,1.1058484141246085,0.0038804853087578053,1.0731187353035434,0.004878247069004846
aw,cnn,100,10,100,2,0,2,200,314,2,0,1.1120750334514748,0.0038300696175732826,1.1109877788617017,0.004180594550836603
aw,cnn32,100,10,100,2,0,8,100,86,4,0,0.9619663489541601,0.005519706766310058,0.9622795916371065,0.005490222935451788
aw,cnn32,100,10,100,2,0,2,400,86,4,0,0.9829626939430637,0.0007368573357487731,0.9771748101257498,0.0015093040594863205
aw,cnnf32,100,10,100,2,0,2,100,850,4,0,0.9820360462809932,0.002698419554919835,0.7649579187971257,0.000944422046952381
aw,cnnf32,100,10,100,2,0,2,400,174,4,0,0.978563447570717,0.0052399002226638045,0.9982187667130933,0.004647690351914776
aw,cnnf64,100,10,100,2,0,2,200,90,8,0,0.9574715225868519,0.0016028316430716236,0.9768547934028585,0.00988513460922147
aw,cnnf64,100,10,100,2,0,2,400,86,8,0,0.961490246091126,0.004766785281890636,0.9880100884518699,0.006152142572215243
